ref:hmdb,ref:US-TX:thc,name,ErectedBy,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county,isMissing
182272,12197,Barnard's Trading Post No. 2,Texas Historical Commission,32.28058,-97.62128,,Nemo,Somervell County,
182382,17255,Anderson County in the Civil War,Texas Historical Commission,31.76232,-95.63687,,Palestine,Anderson County,
182449,8772,Kolstad Jewelers,Texas Historical Commission,31.76256,-95.63155,100 West Oak Street,Palestine,Anderson County,
182602,,Chosen Ground / Arena decidida,National Park Service,26.02116,-97.47360,7200 Paredes Line Road,Brownsville,Cameron County,
182612,17139,Sgt. William Henry Barnes,Texas Historical Commission,28.51924,-96.50905,154 Orleans Avenue,Indianola,Calhoun County,
182647,17138,Ed Bell,Texas Historical Commission,28.51121,-96.48788,8 Bell Street,Indianola,Calhoun County,
182666,,Calhoun County Courthouse,Calhoun County,28.51927,-96.49632,584 South Ocean Drive,Indianola,Calhoun County,
182668,17476,Port O'Connor Cemetery,Texas Historical Commission,28.43435,-96.44494,,Port O'Connor,Calhoun County,
182669,12486,Port O'Connor,Texas Historical Commission,28.45213,-96.40511,409 Park Street,Port O'Connor,Calhoun County,
182678,12833,Seadrift Cemetery,Texas Historical Commission,28.42524,-96.68900,1253 Cemetery Road,Seadrift,Calhoun County,
182680,1149,Seadrift,Texas Historical Commission,28.41370,-96.71036,201 South Main Street,Seadrift,Calhoun County,
182689,,"""Train Depot""",Dow Chemical Foundation,28.41363,-96.71037,201 South Main Street,Seadrift,Calhoun County,
182710,14741,Gregory Schools,Texas Historical Commission,27.92414,-97.28892,308 North Gregory Street,Gregory,San Patricio County,
182713,17353,Joseph French Green and La Quinta Mansion,Texas Historical Commission,27.92327,-97.29194,206 West 4th Street,Gregory,San Patricio County,
182736,2281,Gregory,Texas Historical Commission,27.92323,-97.29234,206 West 4th Street,Gregory,San Patricio County,
182766,13849,Late Pleistocene Ingleside Fauna,Texas Historical Commission,27.87106,-97.19739,,Ingleside,San Patricio County,
182775,13261,First United Methodist Church,Texas Historical Commission,27.90537,-97.15632,523 South 8th Street,Aransas Pass,San Patricio County,
182776,17321,John Wiebel VFW Post 2932,Texas Historical Commission,27.90976,-97.14872,620 West Wheeler Avenue,Aransas Pass,San Patricio County,
182810,9615,The Nash-Wright House,State Historical Survey Committee,29.14468,-95.61197,211 Duval Street,East Columbia,Brazoria County,
182812,9529,Bethel Presbyterian Church,State Historical Survey Committee,29.14340,-95.61206,,East Columbia,Brazoria County,
182814,18437,Josiah H. Bell,Texas Historical Commission,29.14034,-95.64771,,West Columbia,Brazoria County,
182815,,VFW,Veterans of Foreign Wars Post 2932,27.90966,-97.14870,420 West Wheeler Street,Aransas Pass,San Patricio County,
182822,8803,John H. Reagan,Texas Historical Commission,31.76243,-95.63683,600 West Oak Street,Palestine,Anderson County,
182835,2262,Great Land Lottery of Aransas Pass,Texas Historical Commission,27.90926,-97.14890,110 North Lamont Street,Aransas Pass,San Patricio County,
182839,15982,Aransas Pass First Baptist Church,Texas Historical Commission,27.90092,-97.14822,627 South Houston Street,Aransas Pass,San Patricio County,
182887,,Port Aransas Memorial,The Citizens of Port Aransas and V.F.W. Post 8967,27.84028,-97.06396,,Port Aransas,Nueces County,
182890,5194,Tarpon Inn,Texas Historical Commission,27.83777,-97.06017,200 East Cotter Avenue,Port Aransas,Nueces County,
182891,16851,The Mercer Family on Mustang Island,Texas Historical Commission,27.83562,-97.06101,400 North Alister Street,Port Aransas,Nueces County,
182892,15857,Mustang Island,Texas Historical Commission,27.83565,-97.06099,400 North Alister Street,Port Aransas,Nueces County,
182899,16476,"Coastal Hide, Tallow and Packing Industries",Texas Historical Commission,27.62606,-97.22091,14218 South Padre Island Drive,Corpus Christi,Nueces County,
182900,6314,The Pat Dunn Ranch,Texas Historical Commission,27.62601,-97.22088,14218 South Padre Island Drive,Corpus Christi,Nueces County,
182904,3908,Padre Island and Padre Nicolas Balli,Texas Historical Commission,27.58783,-97.22321,15820 South Padre Island Drive,Corpus Christi,Nueces County,
182907,11782,Ovilla Cemetery,Texas Historical Commission,32.52430,-96.88369,1403 Red Oak Creek Drive,Ovilla,Ellis County,
182909,7135,Ovilla,Texas Historical Commission,32.52630,-96.88623,675 W Main St,Ovilla,Ellis County,
182911,,American Flag Memorial,,27.73250,-97.36218,4357 Ocean Drive,Corpus Christi,Nueces County,
182913,17981,Rabbi Sidney A. Wolf,Texas Historical Commission,27.73262,-97.36723,4357 Ocean Drive,Corpus Christi,Nueces County,
182916,6337,General W.W. Sterling,State Historical Survey Committee,27.73342,-97.36701,4357 Ocean Drive,Corpus Christi,Nueces County,
182917,17239,"Clara Driscoll, the Driscoll Foundation & Driscoll Children's Hospital",Texas Historical Commission,27.74908,-97.38551,3533 South Alameda Street,Corpus Christi,Nueces County,
182921,4716,Sisters of the Incarnate Word,Texas Historical Commission,27.76200,-97.39292,2930 South Alameda Street,Corpus Christi,Nueces County,
182922,14911,Moses Menger Elementary School,Texas Historical Commission,27.76752,-97.39731,2401 South Alameda Street,Corpus Christi,Nueces County,
182926,5915,Wynn Seale Junior High School,Texas Historical Commission,27.77153,-97.40369,1701 Ayers Street,Corpus Christi,Nueces County,
182928,18250,Confederate Army Deserters Hanged in Corpus Christi,Texas Historical Commission,27.79203,-97.39629,413 Coopers Alley,Corpus Christi,Nueces County,
182932,20157,George Owens,Texas Historical Commission,27.80097,-97.39888,1150 Ramirez Street,Corpus Christi,Nueces County,
182933,18853,William Henderson Maltby,Texas Historical Commission,27.80145,-97.39957,1150 Ramirez Street,Corpus Christi,Nueces County,
182936,17954,Louis de Planque,Texas Historical Commission,27.80145,-97.39970,1150 Ramirez Street,Corpus Christi,Nueces County,
182938,17624,John Dix,Texas Historical Commission,27.80128,-97.39994,1150 Ramirez Street,Corpus Christi,Nueces County,
182939,17228,Eli Todd Merriman,Texas Historical Commission,27.80115,-97.39987,1150 Ramirez Street,Corpus Christi,Nueces County,
182940,18224,William DeRyee,Texas Historical Commission,27.80102,-97.39977,1150 Ramirez Street,Corpus Christi,Nueces County,
182944,18943,Matthew Nolan,Texas Historical Commission,27.80097,-97.39958,1150 Ramirez Street,Corpus Christi,Nueces County,
182972,,Old Bayview Mesquite,,27.80108,-97.39928,1150 Ramirez Street,Corpus Christi,Nueces County,
182975,18485,Galvan Ballroom,Texas Historical Commission,27.78717,-97.40911,1632 Agnes Street,Corpus Christi,Nueces County,
182979,12128,Grossman-Graham House,Texas Historical Commission,27.79925,-97.43605,821 Oak Park Avenue,Corpus Christi,Nueces County,
182981,18481,Snapka's Drive-Inn,Texas Historical Commission,27.79768,-97.44845,4760 Leopard Street,Corpus Christi,Nueces County,
182982,6313,Matthew Dunn,Texas Historical Commission,27.80985,-97.45608,5301 Up River Road,Corpus Christi,Nueces County,
182985,6312,"The John Dunn, Jr., Homesite",Texas Historical Commission,27.81392,-97.47275,5825 County Road 54,Corpus Christi,Nueces County,
183069,2608,Hygieostatic Bat Roost,Texas Historical Commission,29.97041,-98.88474,109 FM 473,Comfort,Kendall County,
183137,14308,Salem Memorial Cemetery,Texas Historical Commission,29.73701,-97.00689,3920 Salem-Freyburg Road,Freyburg,Fayette County,
183139,14197,Freyburg Methodist Church,Texas Historical Commission,29.73594,-96.99953,4520 FM 2238,Freyburg,Fayette County,
183140,2060,Freyburg United Methodist Church Cemetery,Texas Historical Commission,29.73556,-96.99662,4718 FM 2238,Freyburg,Fayette County,
183141,16123,Cedar Creek Cemetery,Texas Historical Commission,29.83518,-97.00032,3912 Boulton Creek Road,O'Quinn,Fayette County,
183143,13129,Black Jack Springs Cemetery,Texas Historical Commission,29.82269,-96.98043,5129 Black Jack Road,O'Quinn,Fayette County,
183144,11787,Cedar Cemetery,Texas Historical Commission,29.85822,-96.93429,,La Grange,Fayette County,
183156,18757,Fayette County Jail,Texas Historical Commission,29.90393,-96.87806,171 South Main,La Grange,Fayette County,
183159,,Lester Hotel,,29.90613,-96.87831,,La Grange,Fayette County,
183163,,Nimitzplatz,,30.27201,-98.86756,340 East Main Street,Frederickburg,Gillespie County,
183174,18722,Casino Hall,Texas Historical Commission,29.90753,-96.87704,254 North Jefferson Street,La Grange,Fayette County,
183175,20072,Webb-Schneider House,Texas Historical Commission,29.90772,-96.87509,311 East Colorado Street,La Grange,Fayette County,
183199,6160,The Frankford Church,Texas Historical Commission,32.98927,-96.82326,17400 Muirfield Drive,Dallas,Collin County,
183200,12514,Swisher Cemetery,Texas Historical Commission,33.13546,-97.03003,618 North Shady Shores Road,Lake Dallas,Denton County,
183201,14649,Ivy-Atchison Pioneer Home,State Historical Survey Committee,31.97649,-97.22369,,Hillsboro,Hill County,
183217,4443,St. James Episcopal Church,State Historical Survey Committee,29.90800,-96.87385,156 North Monroe Street,La Grange,Fayette County,
183273,3076,James Seaton Lester,State of Texas,29.91043,-96.86862,100 North College Street,La Grange,Fayette County,
183274,3492,Mount Gilead Cemetery,Texas Historical Commission,32.94906,-97.22115,1351 Bancroft Road,Keller,Tarrant County,
183276,1579,Fayette County,Texas Highway Department,29.90948,-96.86855,,La Grange,Fayette County,
183277,,Texas Rangers Memorial,Former Texas Rangers Assoc.,29.90598,-96.87845,202 West Colorado Street,La Grange,Fayette County,
183279,2085,Furneaux Cemetery,Texas Historical Commission,33.01023,-96.89171,3650 Cemetery Hill Road,Carrollton,Denton County,
183285,1740,Site of First Methodist Annual Conference in Texas,Texas Historical Commission,29.94244,-96.79577,4331 Old College Road,Rutersville,Fayette County,
183287,,Rutersville College,Southwest Texas Conference of the Methodist Church,29.94295,-96.79607,4331 Old College Road,Rutersville,Fayette County,
183301,396,Bethlehem Church,State Historical Survey Committee,30.06303,-96.69967,412 South White Street,Round Top,Fayette County,
183302,4677,Schiege Cigar Factory Manager's House,Texas Historical Commission,30.06350,-96.69888,407 South White Street,Round Top,Fayette County,
183310,4600,Schiege House,Texas Historical Commission,30.06341,-96.69859,407 South White Street,Round Top,Fayette County,
183311,4060,Pochmann House,Texas Historical Commission,30.06360,-96.69814,407 South White Street,Round Top,Fayette County,
183312,4599,Schiege Cigar Factory,Texas Historical Commission,30.06329,-96.69834,407 South White Street,Round Top,Fayette County,
183313,,Round Top Public School,Fayette County,30.06344,-96.69366,373 East Mill Street,Round Top,Fayette County,
183314,4362,Round Top,State of Texas,30.06525,-96.69544,102 Main Street,Round Top,Fayette County,
183315,7350,Coffman Cemetery,Texas Historical Commission,33.76720,-96.57943,Layne Drive,Denison,Grayson County,
183331,4605,Schueddemagen Home,State Historical Survey Committee,30.06389,-96.69731,,Round Top,Fayette County,
183332,15524,Halamicek Cemetery,Texas Historical Commission,29.95963,-96.68892,4413 Farm to Market Road 1291,Fayetteville,Fayette County,
183337,5305,The Reverend Joseph Chromcik,Texas Historical Commission,29.90727,-96.67648,205 East Bell Street,Fayetteville,Fayette County,
183339,4448,St. John the Baptist Catholic Church,Texas Historical Commission,29.90732,-96.67642,205 East Bell Street,Fayetteville,Fayette County,
183340,,St John Parochial School,Fayette County,29.90750,-96.67578,205 East Bell Street,Fayetteville,Fayette County,
183341,,Chromcik Public School,Fayette County,29.90749,-96.67580,205 East Bell Street,Fayetteville,Fayette County,
183342,14696,Fayetteville City Cemetery,Texas Historical Commission,29.90478,-96.67059,3364 Pierce Street,Fayetteville,Fayette County,
183343,17681,S.P.J.S.T. Lodge No. 1,Texas Historical Commission,29.90818,-96.67125,507 East Main Street,Fayetteville,Fayette County,
183345,13792,City of Arlington,Texas Historical Commission,32.73589,-97.10767,101 W Abram St,Arlington,Tarrant County,
183369,14020,Fayetteville SPJST,Texas Historical Commission,29.90459,-96.67586,,Fayetteville,Fayette County,
183370,16340,Phillip James Shaver,Texas Historical Commission,29.90407,-96.67599,,Fayetteville,Fayette County,
183373,13569,Button Memorial United Methodist Church,Texas Historical Commission,33.16022,-96.93889,101 West Eldorado Parkway,Little Elm,Denton County,
183376,2157,George Lawson Bledsoe,Texas Historical Commission,33.05263,-97.50024,,Aurora,Wise County,
183377,240,Aurora Cemetery,Texas Historical Commission,33.05354,-97.50104,507 Cemetery Road,Aurora,Wise County,
183380,,Sewer Project,L.W. Stolz,29.90404,-96.67594,,Fayetteville,Fayette County,
183382,1580,Fayette County Precinct No. 2 Courthouse,Texas Historical Commission,29.90425,-96.67590,,Fayetteville,Fayette County,
183396,11879,St. Paul Lutheran Church,Texas Historical Commission,29.90364,-96.67765,201 North Rusk Street,Fayetteville,Fayette County,
183398,,Germania Public School,Fayette County,29.90347,-96.67740,111 North Rusk Street,Fayetteville,Fayette County,
183423,4594,Sarrazin Store,Texas Historical Commission,29.90376,-96.67614,107 North Washington Street,Fayetteville,Fayette County,
183430,7354,Davis-Ansley Log Cabin Home,Texas Historical Commission,33.73041,-96.58749,111 RC Vaughan Road,Denison,Grayson County,
183436,,Pumper Wagon,Round Top Area Historical Society,30.06425,-96.69259,397 East Mill Street,Round Top,Fayette County,
183437,,The Log Cabin,Round Top Area Historical Society,30.06438,-96.69257,397 East Mill Street,Round Top,Fayette County,
183438,,The Connersville Museum,Round Top Area Historical Society,30.06458,-96.69279,397 East Mill Street,Round Top,Fayette County,
183439,,The Kraus House,Round Top Area Historical Society,30.06444,-96.69311,397 East Mill Street,Round Top,Fayette County,
183440,,Noak Farmhouse,Round Top Area Historical Society,30.06423,-96.69275,397 East Mill Street,Round Top,Fayette County,
183503,,"Midpoint Cafe and Gift Shop, Adrian, Texas",Hampton Hotels Save-A-Landmark program,35.27078,-102.67285,305 W Historic Rte 66,Adrian,Oldham County,
183505,,"Oldham County Courthouse, Vega, Texas",Hampton Hotels Save-A-Landmark program,35.24639,-102.42812,105 S Main St,Vega,Oldham County,
183506,,"Dot's Mini Museum, Vega, Texas",Hampton Hotels Save-A-Landmark program,35.24738,-102.43108,105 N 12th St,Vega,Oldham County,
183507,,"The Big Texan Steak Ranch, Amarillo, Texas",Hampton Hotels Save-A-Landmark program,35.19351,-101.75491,7701 E Interstate 40,Amarillo,Potter County,
183508,,"Devil's Rope Museum, McLean, Texas",Hampton Hotels Save-A-Landmark program,35.23129,-100.59717,100 Kingsley St,McLean,Gray County,
183513,5836,William Letchworth Hurst,Texas Historical Commission,32.82316,-97.18988,,Hurst,Tarrant County,
183544,,Moores Fort,Round Top Area Historical Society,30.06423,-96.69804,303 South White Street,Round Top,Fayette County,
183566,,Thompson House,,33.73024,-96.58679,111 RC Vaughan Road,Denison,Grayson County,
183574,,Round Top Academy,Round Top Area Historical Society,30.07683,-96.67603,1909 FM 1457,Round Top,Fayette County,
183587,7122,Milford Cemetery,Texas Historical Commission,32.12653,-96.94144,,Milford,Ellis County,
183591,2184,Gibson Cemetery,Texas Historical Commission,32.59156,-97.19955,,Rendon,Tarrant County,
183614,7384,Jesse Elvis Hendricks Log Cabin,Texas Historical Commission,33.73059,-96.58700,111 RC Vaughan Road,Denison,Grayson County,
183635,4471,Saint Mary's Help of Christians Catholic Church,State Historical Survey Committee,29.99423,-98.39261,383 FM Road 473,Blanco,Blanco County,
183637,18380,Fischer Store,Texas Historical Commission,29.97701,-98.26684,4040 FM 484,Fischer,Comal County,
183639,18454,Agricultural Society of Fischer,Texas Historical Commission,29.98123,-98.26126,701 Fischer Store Road,Fischer,Comal County,
183647,17645,Fischer Cemetery,Texas Historical Commission,29.97468,-98.26090,12300 FM Road 32,Fischer,Comal County,
183656,7371,The Fitzgerald Home,State Historical Survey Committee,33.73167,-96.58820,431 RC Vaughan Road,Denison,Grayson County,
183664,16999,Walnut Creek Cemetery,Texas Historical Commission,32.57544,-97.22455,6300 Rendon Bloodworth Road,Fort Worth,Tarrant County,
183666,16018,Old Main,Texas Historical Commission,31.54565,-97.11991,,Waco,McLennan County,
183668,15767,Georgia Burleson and Early Female Education at Baylor,Texas Historical Commission,31.54541,-97.11960,,Waco,McLennan County,
183670,15029,The Texas Collection,Texas Historical Commission,31.54537,-97.11914,,Waco,McLennan County,
183674,4022,Pilot Point Post-Signal,Texas Historical Commission,33.39662,-96.95998,111 East Main Street,Pilot Point,Denton County,
183675,890,City of Pilot Point,Texas Historical Commission,33.39647,-96.96096,,Pilot Point,Denton County,
183752,10320,San Marcos Cemetery,Texas Historical Commission,29.88728,-97.95569,1001 Ranch Road 12,San Marcos,Hays County,
183756,,San Marcos Cemetery Memorial,,29.88741,-97.95561,1001 Ranch Road 12,San Marcos,Hays County,
183757,12007,Peter Cavanaugh Woods,Texas Historical Commission,29.88703,-97.95751,1001 Ranch Road 12,San Marcos,Hays County,
183758,17216,Belew Cemetery,Texas Historical Commission,33.34168,-96.97258,,Pilot Point,Denton County,
183759,10321,Cemetery Chapel,Texas Historical Commission,29.88686,-97.95759,1001 Ranch Road 12,San Marcos,Hays County,
183760,,San Marcos Cemetery,City of San Marcos Parks & Recreation Department,29.88683,-97.95758,1001 Ranch Road 12,San Marcos,Hays County,
183761,4021,Pilot Point Church of Christ,Texas Historical Commission,33.39228,-96.96085,426 South Jefferson Street,Pilot Point,Denton County,
183762,7338,Old Bass Home,State Historical Survey Committee,33.73177,-96.58872,431 RC Vaughan Road,Denison,Grayson County,
183764,2834,Johnson Station Cemetery,Texas Historical Commission,32.69194,-97.12688,1129 W Mayfield Road,Arlington,Tarrant County,
183766,3198,Mansfeild Mill,Texas Historical Commission,32.56332,-97.14182,100 East Broad Street,Mansfield,Tarrant County,
183820,7352,Cold Springs Log Cabin School,Texas Historical Commission,33.73136,-96.58829,431 RC Vaughan Road,Denison,Grayson County,
183840,,The Baca Saloon & Confectionary,United States Department of the Interior,29.90476,-96.67552,120 North Live Oak Street,Fayetteville,Fayette County,
183874,6357,Josef Lidumil Lešikar,Texas Historical Commission,29.90551,-96.48862,2647 FM 109,New Ulm,Austin County,
183875,,Osveta Public School,Fayette County,29.88380,-96.67066,1022 Kramr Road,Fayetteville,Fayette County,
183877,2891,The Rev. Jindrich Juren,Texas Historical Commission,29.88330,-96.67130,1022 Kramr Road,Fayetteville,Fayette County,
183906,11532,Sand Springs,State Historical Survey Committee,33.73872,-96.56826,,Denison,Grayson County,
183910,500,Brethren Church,State Historical Survey Committee and Fayetteville Brethren Sunday School,29.88328,-96.67132,1022 Kramr Road,Fayetteville,Fayette County,
183911,15553,Fayetteville Brethren Church Cemetery,Texas Historical Commission,29.88302,-96.67114,1022 Kramr Road,Fayetteville,Fayette County,
183994,16390,Mayes House,Texas Historical Commission,33.75021,-96.55894,7 Ridgeway Circle,Denison,Grayson County,
184079,3942,Parker Memorial Cemetery,Texas Historical Commission,32.89467,-97.10019,3900 William D Tate Avenue,Grapevine,Tarrant County,
184085,4404,The S. W. Tilghman House,Texas Historical Commission,33.23277,-97.58380,309 E Shoemaker Street,Decatur,Wise County,
184095,1198,Decatur First United Methodist Church,Texas Historical Commission,33.23342,-97.58477,104 S Miller Street,Decatur,Wise County,
184102,16264,St. John's Evangelical Lutheran Cemetery,Texas Historical Commission,29.87283,-96.69723,,Ellinger,Fayette County,
184104,4468,St. Mary's Catholic Church,Texas Historical Commission,29.85135,-96.67890,815 St. Mary's Church Road,Fayetteville,Fayette County,
184105,12957,Cesko Narodni H&#345;bitov,Texas Historical Commission,29.84293,-96.70020,,Ellinger,Fayette County,
184107,7411,Home of Thomas V. Munson,State Historical Survey Committee,33.73992,-96.54361,530 W Hanna Street,Denison,Grayson County,
184108,4560,Sand Hill Community,State Historical Survey Committee,33.17221,-97.55598,,Decatur,Wise County,
184112,1200,Deep Creek Community,State Historical Survey Committee,33.11624,-97.51913,,Boyd,Wise County,
184142,16199,Methodist Episcopal Church of Mount Salem Cemetery,Texas Historical Commission,30.35711,-97.65817,10213 Criswell Road,Austin,Travis County,
184168,,The Drawing of the Black Beans,Texas Historical Commission,29.88899,-96.87703,414 TX-92 Spur,La Grange,Fayette County,
184173,14641,Blum Cemetery,Texas Historical Commission,32.13753,-97.39678,309 Avenue F,Blum,Hill County,
184175,7129,Milford Presbyterian Church,State Historical Survey Committee,32.12341,-96.94706,300 S Main Street,Milford,Ellis County,
184232,12323,Lane Chapel C.M.E. Church,Texas Historical Commission,33.04150,-96.99214,615 Hembry St,Lewisville,Denton County,
184237,16543,Dalworthington Gardens,Texas Historical Commission,32.69979,-97.15487,2600 Roosevelt Drive,Arlington,Tarrant County,
184358,9572,Site of Jane Long's Tavern,Texas Historical Commission,29.05625,-95.56061,,Brazoria,Brazoria County,
184359,16374,Jane Herbert Wilkinson Long,Texas Historical Commission,29.36798,-94.75837,,Port Bolivar,Galveston County,
184384,14118,Blanco Cemetery,Texas Historical Commission,30.09328,-98.41820,,Blanco,Blanco County,
184463,2405,Hasse Community,State Historical Survey Committee,31.93807,-98.49884,4801 US-377,Hasse,Comanche County,
184498,16853,First Presbyterian Church,Texas Historical Commission,33.75711,-96.54002,213 N Burnett Avenue,Denison,Grayson County,
184512,17537,Hezikiah Haskell House,Texas Historical Commission,30.28200,-97.76156,1705 Waterston Ave,Austin,Travis County,
184545,17150,Cooper Creek Cemetery,Texas Historical Commission,33.24093,-97.08030,,Denton,Denton County,
184580,17135,Cooper Creek School,Texas Historical Commission,33.24110,-97.08002,,Denton,Denton County,
184581,17246,Cooper Creek Baptist Church,Texas Historical Commission,33.24105,-97.07943,582 Fishtrap Road,Denton,Denton County,
184647,2241,Graham Argyle Cemetery,Texas Historical Commission,33.13032,-97.17698,,Argyle,Denton County,
184648,11529,St. Luke's Church,State Historical Survey Committee,33.75661,-96.54130,427 W Woodard Street,Denison,Grayson County,
184649,1331,Eakins Cemetery,Texas Historical Commission,33.14005,-97.31780,,Justin,Denton County,
184695,,Llano Confederate Memorial,Llano Co. Chapter U.D.C.,30.75017,-98.67609,801 Ford Street,Llano,Llano County,
184716,,Llano County Veterans Memorial,American Legion Frank Griggs Post 370 and Ladies Auxiliary,30.74986,-98.67618,801 Ford Street,Llano,Llano County,
184815,5351,The Hedgcoxe War,Texas Historical Commission,33.08059,-96.88682,,The Colony,Denton County,
185103,5815,Willburn Cemetery,Texas Historical Commission,32.69539,-97.43551,3720 Streamwood Road,Fort Worth,Tarrant County,
185111,,The Mother Road of Historic Route 66,,35.24731,-102.43104,105 N 12th St,Vega,Oldham County,
185123,13163,Elks Lodge Hall,Texas Historical Commission,29.35978,-100.89765,330 Pecan Street,Del Rio,Val Verde County,
185124,5627,Val Verde Winery,State Historical Survey Committee,29.34611,-100.89576,100 Qualia Drive,Del Rio,Val Verde County,
185126,14572,Dr. John R. Brinkley,Texas Historical Commission,29.34050,-100.90211,512 Qualia Drive,Del Rio,Val Verde County,
185127,13015,Brinkley Mansion,Texas Historical Commission,29.34050,-100.90211,512 Qualia Drive,Del Rio,Val Verde County,
185128,5212,Taylor-Rivers House,Texas Historical Commission,29.34983,-100.89645,100 Hudson Drive,Del Rio,Val Verde County,
185129,13260,Old Del Rio High School,Texas Historical Commission,29.36018,-100.90159,315 Griner Street,Del Rio,Val Verde County,
185130,534,Brown Plaza,State Historical Survey Committee,29.35505,-100.89332,,Del Rio,Val Verde County,
185131,17559,Langston School,Texas Historical Commission,29.36373,-100.88515,1108 De La Rosa Street,Del Rio,Val Verde County,
185231,13609,Cal Rodgers and the <i>Vin Fiz</i>,Texas Historical Commission,29.36608,-100.88545,,Del Rio,Val Verde County,
185232,5625,Val Verde County,the State of Texas,29.36942,-100.88432,,Del Rio,Val Verde County,
185259,16268,San Felipe High School,Texas Historical Commission,29.35808,-100.88185,1207 West Garza Street,Del Rio,Val Verde County,
185260,16269,San Felipe Independent School District,Texas Historical Commission,29.35811,-100.88183,1207 West Garza Street,Del Rio,Val Verde County,
185261,17542,Tarver School,Texas Historical Commission,29.35803,-100.91007,218 Ware Street,Del Rio,Val Verde County,
185262,17541,Greater Mount Olive Baptist Church,Texas Historical Commission,29.37142,-100.90559,920 North Main Street,Del Rio,Val Verde County,
185263,13659,Camp Michie,Texas Historical Commission,29.36753,-100.88514,,Del Rio,Val Verde County,
185265,8414,Gen. James Willie,the State of Texas,30.32849,-96.36130,,Independence,Washington County,
185635,18078,Blue Ridge,Texas Historical Commission,33.29788,-96.40128,,Blue Ridge,Collin County,
185650,10130,Welgehausen Ranch,Texas Historical Commission,30.44340,-98.83753,,Fredericksburg,Gillespie County,
185660,17582,Nevada,Texas Historical Commission,33.03788,-96.37349,,Nevada,Collin County,
185721,7158,Seven Oaks,State Historical Survey Committee,31.76794,-95.62813,407 E Kolstad Street,Palestine,Anderson County,
185799,15042,Elvira T. Manor Davis House,Texas Historical Commission,30.30642,-97.73336,4112 Avenue B,Austin,Travis County,
186069,17554,William Freeman,Texas Historical Commission,31.77080,-95.61512,1210 Moody Street,Palestine,Anderson County,
186131,20147,Osjetea Briggs,Texas Historical Commission,31.77085,-95.63242,118 East Palestine Avenue,Palestine,Anderson County,
186213,2797,John Patterson House,State Historical Survey Committee,31.29992,-98.16854,,Adamsville,Lampasas County,
186249,6,Pecos County Courthouse,Historic Fort Stockton Driving Tour and Fort Stockton Convention & Visitors Bureau,30.88333,-102.87930,103 West Callaghan Street,Fort Stockton,Pecos County,
186258,10,Oldest House,Historic Fort Stockton Driving Tour and Fort Stockton Convention & Visitors Bureau,30.88087,-102.88040,601 South Nelson Street,Fort Stockton,Pecos County,
186264,3842,Oldest House,State Historical Survey Committee,30.88071,-102.88041,601 South Nelson Street,Fort Stockton,Pecos County,
186510,,First Bank,Tarrant County Historical Society,32.75655,-97.33345,109 Houston Street,Fort Worth,Tarrant County,
186523,1771,First Methodist Church of Stephenville,Texas Historical Commission,32.21956,-98.20404,328 West Washington Street,Stephenville,Erath County,
186524,17230,Stephenville Masonic Lodge No. 267,Texas Historical Commission,32.21901,-98.20325,244 South Columbia Street,Stephenville,Erath County,
186525,,1997 National Champion,Erath County,32.22044,-98.20213,100 West Washington Street,Stephenville,Erath County,
186526,1494,Erath County Courthouse,Texas Historical Commission,32.22008,-98.20203,100 West Washington Street,Stephenville,Erath County,
186527,1785,First National Bank Building,Texas Historical Commission,32.21972,-98.20258,198 South Belknap Street,Stephenville,Erath County,
186528,18519,Dawson Saloon,Texas Historical Commission,32.21963,-98.20230,190 West College Street,Stephenville,Erath County,
186547,,Erath County CSA War Memorial,The Sons and Daughters of Confederate Veterans,32.22004,-98.20245,100 West Washington Street,Stephenville,Erath County,
186548,,Erath County War Memorial,"Citizens, Businesses & Organizations of Erath County",32.22011,-98.20250,100 West Washington Street,Stephenville,Erath County,
186553,,Cox Springs School,North Shore Heritage & Cultural Society,30.45488,-97.95176,18725 Old Burnet Road,Jonestown,Travis County,
186554,,Lest We Forget,Citizens of Erath County,32.22020,-98.20256,100 West Washington Street,Stephenville,Erath County,
186562,15760,Stephenville Drug Stores,Texas Historical Commission,32.22016,-98.20294,200 West Washington Street,Stephenville,Erath County,
186564,1122,Crow Opera House,Texas Historical Commission,32.22038,-98.20283,187 West Washington Street,Stephenville,Erath County,
186573,16446,Crow Home,Texas Historical Commission,32.21980,-98.19869,396 East Long,Stephenville,Erath County,
186576,5112,Stephenville Church,Texas Historical Commission,32.22305,-98.19875,525 East Washington Street,Stephenville,Erath County,
186578,,Center Grove Schoolhouse,Stephenville Historical House Museum,32.22318,-98.19899,525 East Washington Street,Stephenville,Erath County,
186579,,Tarleton Ranch House,Stephenville Historical House Museum,32.22327,-98.19952,525 East Washington Street,Stephenville,Erath County,
186581,,McCormick-Deering 15-30 Tractor,Stephenville Historical House Museum,32.22306,-98.19945,525 East Washington Street,Stephenville,Erath County,
186583,,Walker Cabin,Stephenville Historical House Museum,32.22310,-98.19939,525 East Washington Street,Stephenville,Erath County,
186584,,Dog Trot Cabin,Stephenville Historical House Museum,32.22311,-98.19934,525 East Washington Street,Stephenville,Erath County,
186585,,Jones Cabin,Stephenville Historical House Museum,32.22313,-98.19929,525 East Washington Street,Stephenville,Erath County,
