ref:hmdb,ref:US-TX:thc,name,ErectedBy,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county,isMissing
25717,12247,Texas Highway Department,Texas Historical Commission,30.27243,-97.74039,125 E 11th Street,Austin,Travis County,
25718,12249,Major William Martin “Buck” Walton,Texas Historical Commission,30.27536,-97.72817,1601 Navasota Street,Austin,Travis County,
25719,12251,Webberville,Texas Historical Commission,30.22564,-97.51401,,Webberville,Travis County,
25728,12693,Texas and the Civil War,State Historical Survey Committee,30.27416,-97.73854,1201 Brazos Street,Austin,Travis County,
25731,12733,Scarbrough Building,Texas Historical Commission,30.26795,-97.74303,,Austin,Travis County,
25733,13141,Stephen F. Austin Hotel,Texas Historical Commission,30.26906,-97.74208,701 Congress Avenue,Austin,Travis County,
25734,13153,Site of John Bremond & Company,Texas Historical Commission,30.26767,-97.74175,115 E 6th Street,Austin,Travis County,
25735,15472,Site of Tenth Street Methodist Church,the State Historical Survey Committee,30.27156,-97.73983,208 E 10th Street,Austin,Travis County,
25736,15519,Immanuel Evangelical Lutheran Church,Texas Historical Commission,30.43136,-97.61410,500 Immanuel Road,Pflugerville,Travis County,
25738,15533,James G. Wilkinson,State of Texas,30.26529,-97.72738,909 Navasota Street,Austin,Travis County,
25739,15593,Site of the Headquarters of the United States Army for 5th Military District,State of Texas,30.26058,-97.74149,,Austin,Travis County,
25740,15620,Barr Mansion,Texas Historical Commission,30.35189,-97.64727,10463 Sprinkle Road,Austin,Travis County,
25742,12238,Addcox House,Texas Historical Commission,30.29495,-97.72375,900 E 37th Street,Austin,Travis County,
25746,13929,African Americans in the Texas Revolution,Texas Historical Commission,30.27257,-97.74138,,Austin,Travis County,
25747,15108,All Saints’ Episcopal Church,Texas Historical Commission,30.29178,-97.73991,,Austin,Travis County,
25753,15360,Austin High School,Texas Historical Commission,30.27027,-97.73802,901 Trinity Street,Austin,Travis County,
25755,6416,Austin High School,Texas Historical Commission,30.27593,-97.74745,,Austin,Travis County,
25757,6425,1933 Austin Public Library,Texas Historical Commission,30.27178,-97.74587,810 Guadalupe Street,Austin,Travis County,
25758,15648,Austin State Hospital,State Historical Survey Committee,30.30745,-97.73717,4110 Guadalupe Street,Austin,Travis County,
25759,6430,Austin Woman’s Club,State Historical Survey Committee,30.27108,-97.74686,708 San Antonio Street,Austin,Travis County,
25760,15306,Willis Avery,State of Texas,30.26535,-97.72744,909 Navasota Street,Austin,Travis County,
25765,14984,General Moseley Baker,State of Texas,30.26526,-97.72721,909 Navasota Street,Austin,Travis County,
25767,14153,Joseph Baker,State of Texas,30.27507,-97.72826,1601 Navasota Street,Austin,Travis County,
25770,6443,Barton Springs,State Historical Survey Committee,30.26418,-97.77093,,Austin,Travis County,
25774,12240,Bethany Cemetery,Texas Historical Commission,30.28037,-97.68630,1300 Springdale Road,Austin,Travis County,
25775,14985,Capt. Jesse Billingsley,State of Texas,30.26519,-97.72707,909 Navasota Street,Austin,Travis County,
25776,12825,Blackshear Elementary School,Texas Historical Commission,30.26660,-97.72206,1712 E 11th Street,Austin,Travis County,
25777,15114,Bloor House,Texas Historical Commission,30.34657,-97.55673,10 Lexington Street,Manor,Travis County,
25778,14502,The Boardman-Webb House,Texas Historical Commission,30.27250,-97.74759,602 W 9th St,Austin,Travis County,
25779,15416,Brackenridge Hospital,Texas Historical Commission,30.27482,-97.73376,601 E 15th Street,Austin,Travis County,
25780,6453,Brizendine House,Texas Historical Commission,30.27405,-97.74628,507 W 11th Street,Austin,Travis County,
25781,14635,J. L. Buaas Building,Texas Historical Commission,30.26689,-97.73896,407 E 6th St,Austin,Travis County,
25789,13232,Buddington-Benedict-Sheffield Compound,Texas Historical Commission,30.30026,-97.73918,500-508 W 34th Street,Austin,Travis County,
25790,15258,Buen Retiro,Texas Historical Commission,30.29218,-97.74069,300 W 27th Street,Austin,Travis County,
25791,6465,Camp Mabry,State Historical Survey Committee,30.30987,-97.75953,2210 W. 35th Street,Austin,Travis County,
25792,6423,Carrington-Covert House,Texas Historical Commission,30.27801,-97.74053,1511 Colorado Street,Austin,Travis County,
25793,14088,George Washington Carver Branch Library,Texas Historical Commission,30.26990,-97.72448,1165 Angelina St,Austin,Travis County,
25795,13847,Lilia and Josephine Casis,Texas Historical Commission,30.30470,-97.76492,2710 Exposition Boulevard,Austin,Travis County,
25796,6454,Daniel H. Caswell House,Texas Historical Commission,30.27895,-97.74742,1404 West Avenue,Austin,Travis County,
25797,13210,Cementerio Mexicano de Maria de la Luz,Texas Historical Commission,30.18658,-97.77954,7200 Circle S Road,Austin,Travis County,
25798,6417,Central Christian Church,Texas Historical Commission,30.27460,-97.74420,1110 Guadalupe Street,Austin,Travis County,
25800,14494,Clarksville,Texas Historical Commission,30.28138,-97.76244,1725 W 11th Street,Austin,Travis County,
25823,13094,Price Daniel,Texas Historical Commission,30.27645,-97.74207,209 West 14th Street,Austin,Travis County,
25824,13934,Governor Edmund Jackson Davis,Texas Historical Commission,30.27230,-97.74161,,Austin,Travis County,
25825,14170,Old I.V. Davis Homestead,State Historical Survey Committee,30.26192,-97.76332,1610 Virginia Avenue,Austin,Travis County,
25849,15158,Susanna W. Dickinson,Texas Historical Commission,30.27540,-97.72666,1601 Navasota Street,Austin,Travis County,
25851,14242,J. Frank Dobie House,Texas Historical Commission,30.28923,-97.73252,702 E Dean Keeton Street,Austin,Travis County,
25852,15328,Doyle Farm,Texas Historical Commission,30.22140,-97.75011,,Austin,Travis County,
25854,6470,Eanes Cemetery,Texas Historical Commission,30.28196,-97.81170,,Westlake Hills,Travis County,
25858,14281,Richard Ellis,State of Texas,30.26540,-97.72739,909 Navasota Street,Austin,Travis County,
25872,14303,Evangelical Lutheran Church of Dessau,Texas Historical Commission,30.40192,-97.63964,13300 Dessau Road,Austin,Travis County,
25874,14797,"Governor James Edward Ferguson <small> August 31, 1871 -September 21, 1944</small>",Texas Historical Commission,30.27271,-97.74103,,Austin,Travis County,
25875,12239,Stanley and Emily Finch House,Texas Historical Commission,30.29645,-97.73151,3312 Duval St,Austin,Travis County,
25881,11783,Original Site of First Methodist Church of Austin,Texas Historical Commission,30.26633,-97.74327,401 Congress Ave,Austin,Travis County,
25883,6418,First United Methodist Church of Austin,Texas Historical Commission,30.27478,-97.74278,1201 Lavaca Street,Austin,Travis County,
25884,13095,Fiskville,Texas Historical Commission,30.35768,-97.70071,8830 N Lamar Boulevard,Austin,Travis County,
25888,15014,Dr. Thomas Jefferson Gazley,State of Texas,30.26530,-97.72740,909 Navasota Street,Austin,Travis County,
25889,15632,Gerhard-Schoch House,Texas Historical Commission,30.28643,-97.74395,2212 Nueces Street,Austin,Travis County,
25890,12732,German Free School,Texas Historical Commission,30.27024,-97.73627,507 E 10th Street,Austin,Travis County,
25891,14770,Gethsemane Church,State Historical Survey Committee,30.27774,-97.73941,1510 Congress Avenue,Austin,Travis County,
25893,14373,Gilfillan House,Texas Historical Commission,30.27160,-97.74812,603 West 8th Street,Austin,Travis County,
25896,14554,Grinninger Fence,State Historical Survey Committee,30.26058,-97.74149,,Austin,Travis County,
25897,14753,Johann Jacob Groos,Texas Historical Commission,30.27473,-97.72758,1601 Navasota Street,Austin,Travis County,
25938,14310,Granite for the State Capitol,Texas Historical Commission,30.50428,-97.78474,,Cedar Park,Williamson County,
25940,12813,Olson House,Texas Historical Commission,30.51098,-97.67068,808 East Main Avenue,Round Rock,Williamson County,
25943,15064,St. John’s Cemetery,Texas Historical Commission,30.58797,-97.65913,,Georgetown,Williamson County,
25944,13529,Site of Stony Point School,Texas Historical Commission,30.54649,-97.61500,,Round Rock,Williamson County,
25947,9107,Hutto Baptist Church,Texas Historical Commission,30.53942,-97.58117,6655 Highway 79,Hutto,Williamson County,
25949,9109,Hutto United Methodist Church,Texas Historical Commission,30.54601,-97.56053,350 Ed Schmidt Boulevard,Hutto,Williamson County,Reported Missing
25950,15934,Shiloh-McCutcheon Cemetery,Texas Historical Commission,30.50222,-97.53520,,Hutto,Williamson County,
25954,14990,"George Washington Glasscock, Sr.",the State of Texas,30.63687,-97.67748,146 West 8th Street,Georgetown,Williamson County,
25965,15101,Governor Andrew Jackson Hamilton,Texas Historical Commission,30.27258,-97.74103,,Austin,Travis County,
25966,6457,Hugh B. Hancock House,Texas Historical Commission,30.28165,-97.74630,1717 West Ave,Austin,Travis County,
25969,6441,Hirshfeld Cottage,Texas Historical Commission,30.27160,-97.74485,305 West 9th Street,Austin,Travis County,
25971,6440,Hirshfeld House,Texas Historical Commission,30.27147,-97.74439,303 West 9th Street,Austin,Travis County,
25972,12242,Hodnette House,Texas Historical Commission,30.30628,-97.72872,4300 Avenue F,Austin,Travis County,
25979,14733,Hotel Provident and Heierman Building,Texas Historical Commission,30.26687,-97.74211,115 East 5th Street,Austin,Travis County,
25980,6456,Site of Edward Mandell House Home,Texas Historical Commission,30.28158,-97.74651,1704 West Avenue,Austin,Travis County,
25991,14424,Hyde Park,Texas Historical Commission,30.30657,-97.72973,4301 Speedway,Austin,Travis County,
26000,14916,Claudia Taylor Johnson Hall,Texas Historical Commission,30.26865,-97.74492,210 W 6th Street,Austin,Travis County,
26001,14103,James Wales Jones,State of Texas,30.26567,-97.72729,909 Navasota Street,Austin,Travis County,
26008,12826,King-Tears Mortuary,Texas Historical Commission,30.27278,-97.72613,1300 E 12th St,Austin,Travis County,
26009,13941,Kopperl House,Texas Historical Commission,30.30582,-97.72918,4212 Avenue F,Austin,Travis County,
26035,14246,Jacob Larmour House,Texas Historical Commission,30.28130,-97.74514,1711 Rio Grande Street,Austin,Travis County,
26040,14254,Jacob Leser House,Texas Historical Commission,30.30311,-97.74263,3506 West Avenue,Austin,Travis County,
26041,12734,Littlefield Building,Texas Historical Commission,30.26803,-97.74232,,Austin,Travis County,
26042,14889,Littlefield Home,Texas Historical Commission,30.28775,-97.74060,,Austin,Travis County,
26044,14469,M.M. Long’s Livery Stable and Opera House,Texas Historical Commission,30.27092,-97.74154,901 Congress Avenue,Austin,Travis County,
26046,14949,Old Bakery,Texas Historical Commission,30.27210,-97.74149,1006 Congress Avenue,Austin,Travis County,
26047,9087,First United Methodist Church of Bartlett,Texas Historical Commission,30.79745,-97.43549,645 West Clark Street,Bartlett,Williamson County,
26048,9088,First Presbyterian Church of Bartlett,State Historical Survey Committee,30.79574,-97.43258,346 West Pietzsch Street,Bartlett,Williamson County,
26123,14228,Manchaca United Methodist Church,Texas Historical Commission,30.14036,-97.83244,1011 FM-1626,Manchaca,Travis County,
26126,12793,Joseph and Mary Robinson Martin House,Texas Historical Commission,30.27080,-97.74827,600 W 7th St,Austin,Travis County,
26127,6445,Mary Street Stone House,Texas Historical Commission,30.24822,-97.76235,1001 W Mary St,Austin,Travis County,
26138,13654,Mathews School,Texas Historical Commission,30.27819,-97.76079,906 W Lynn Street,Austin,Travis County,
26139,6420,Mauthe-Myrick Mansion,Texas Historical Commission,30.27730,-97.74415,408 W 14th Street,Austin,Travis County,
26142,15417,Jane Yelvington McCallum,Texas Historical Commission,30.29953,-97.74163,613 W 32nd Street,Austin,Travis County,
26148,15642,Metropolitan African Methodist Episcopal Church,Texas Historical Commission,30.26818,-97.72936,1101 E 10th Street,Austin,Travis County,
26149,12979,Millbrook (Roy-Hardin House),Texas Historical Commission,30.24967,-97.76525,1803 Evergreen Avenue,Austin,Travis County,
26158,12243,Moore-Flack House,Texas Historical Commission,30.27279,-97.74829,901 Rio Grande St,Austin,Travis County,
26161,14580,Site of Community of Nameless,State Historical Survey Committee,30.52521,-97.92764,23436 Nameless Road,Leander,Travis County,
26163,14838,New Sweden Evangelical Lutheran Church,Texas Historical Commission,30.40576,-97.48648,12809 New Sweden Church Rd,Manor,Travis County,
26167,2092,The Gage Hotel,Texas Historical Commission,30.20675,-103.24622,101 Highway 90 West,Marathon,Brewster County,
26185,12695,Oak Hill,State Historical Survey Committee,30.23431,-97.86877,,Austin,Travis County,
26186,14600,Peter Henry Oberwetter,Texas Historical Commission,30.27590,-97.72526,1601 Navasota Street,Austin,Travis County,
26187,14748,Okewell,Texas Historical Commission,30.28070,-97.75303,1505 Windsor Road,Austin,Travis County,
26188,14905,"Onion Creek Lodge 220, A.F. & A.M.",State Historical Survey Committee,30.19414,-97.77045,706 N Bluff Drive,Austin,Travis County,
26189,14111,Openheimer-Montgomery Building,Texas Historical Commission,30.26994,-97.74257,105 W 8th St,Austin,Travis County,
26190,15675,Swante Palm,Texas Historical Commission,30.27572,-97.72722,1601 Navasota Street,Austin,Travis County,
26203,14684,Paramount Theatre,Texas Historical Commission,30.26935,-97.74214,713 Congress Avenue,Austin,Travis County,
26205,14070,Martin Parmer,State of Texas,30.26535,-97.72733,909 Navasota Street,Austin,Travis County,
26209,6413,Pease School,State Historical Survey Committee,30.27524,-97.74779,1106 Rio Grande Street,Austin,Travis County,
26210,14643,Governor Elisha Marshall Pease,Texas Historical Commission,30.27238,-97.74188,,Austin,Travis County,
26236,15273,Thomas Pliney Plaster,State of Texas,30.26559,-97.72730,909 Navasota Street,Austin,Travis County,
26337,14334,Platt-Simpson Building,Texas Historical Commission,30.26736,-97.73992,304 E 6th Street,Austin,Travis County,
26342,15473,The Radkey House,Texas Historical Commission,30.30894,-97.75098,3720 Jefferson Street,Austin,Travis County,
26346,15556,Rebecca Kilgore Stuart Red,Texas Historical Commission,30.29204,-97.73782,100 E 27th Street,Austin,Travis County,
26356,13284,"Building 98, Fort D. A. Russell",Texas Historical Commission,30.30154,-104.02714,,Marfa,Presidio County,
26357,10478,Fort Davis,State of Texas,30.59695,-103.89194,,Fort Davis,Jeff Davis County,
26358,3208,Marfa Lights,Texas Historical Commission,30.27560,-103.88212,,Marfa,Presidio County,
26360,3951,Paisano Pass,State of Texas,30.26869,-103.81662,,Marfa,Presidio County,
26361,157,Ancient Rocks Boundary,State Historical Survey Committee,30.37514,-103.53365,,Alpine,Brewster County,
26362,801,Chambers Hotel,State Historical Survey Committee,30.20502,-103.24516,,Marathon,Brewster County,
26382,10362,Henderson County C.S.A.,the State of Texas,32.18715,-95.85135,,Athens,Henderson County,
26383,4309,Robinson-Macken House,Texas Historical Commission,30.27128,-97.74912,702 Rio Grande Street,Austin,Travis County,
26390,570,Burgess' Water Hole,State of Texas,30.37310,-103.65912,,Alpine,Brewster County,
26417,1209,Denuded Ouachita Rock Belt,State Historical Survey Committee,30.21295,-102.98842,,Marathon,Brewster County,
26436,3201,Marathon,State Historical Survey Committee,30.20628,-103.22874,,Marathon,Brewster County,
26474,9857,Bonner Cemetery,State Historical Survey Committee,31.86558,-96.22482,,Fairfield,Freestone County,
26477,13844,Site of Marfa Army Air Field,Texas Historical Commission,30.27560,-103.88209,,Marfa,Presidio County,
26492,12244,Old Rock Store,Texas Historical Commission,30.23564,-97.85900,6266 W Highway 290,Austin,Travis County,
