ref:US-TX:thc,ref:hmdb,isMissing,name,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county
13802,2204,,A. S. Mason House,Texas Historical Commission,30.56686,-97.86629,,Leander,Williamson County
15159,194691,,A. Sherley & Bro. Hardware Store,Texas Historical Commission,33.34918,-96.54843,118 North Sherley Road,Anna,Collin County
9338,42336,,A. W. Sillure House,Texas Historical Commission,30.63101,-97.67334,1414 S Ash St,Georgetown,Williamson County
7531,51226,,A. Wilkins Miller Cottage,Texas Historical Commission,29.30443,-94.78633,1707 Winnie St,Galveston,Galveston County
20018,263536,,A.J. Rose Mill,Texas Historical Commission,31.15442,-98.91827,9371 Farm To Market 2732,San Saba,San Saba County
17504,235647,,A.M. Armand House,Texas Historical Commission,29.74636,-95.38255,110 Stratford Street,Houston,Harris County
56,73500,,A.M. Brownfield Home,Texas Historical Commission,33.17577,-102.26908,600 East Cardwell Street,Brownfield,Terry County
57,91673,,A.T. & S.F. No. 5000,State Historical Survey Committee,35.21135,-101.83023,,Amarillo,Potter County
23301,238739,,A&M United Methodist Church,Texas Historical Commission,30.61909,-96.3449,417 University Drive,College Station,Brazos County
13891,59664,,Abbott,Texas Historical Commission,31.88524,-97.07227,210 E Walnut Street,Abbott,Hill County
66,59701,,Abbott Baptist Church,Texas Historical Commission,31.88489,-97.07142,,Abbott,Hill County
67,59801,,Abbott House,Texas Historical Commission,32.01462,-97.12377,133 Corsicana Street,Hillsboro,Hill County
68,59999,,Abbott Schools,Texas Historical Commission,31.88308,-97.07629,60 First Street,Abbott,Hill County
69,59993,,Abbott United Methodist Church,Texas Historical Commission,31.88522,-97.07146,,Abbott,Hill County
23620,286788,,"Abel Head ""Shanghai"" Pierce",Texas Historical Commission,28.89821,-96.17905,100 Hawley Cemetery Road,Blessing,Matagorda County
18101,139316,,Abernathy House,Texas Historical Commission,32.9989,-94.97337,406 Quitman Street,Pittsburg,Camp County
14601,95923,,Abilene & Southern Depot,Texas Historical Commission,31.73611,-99.9452,,Ballinger,Runnels County
70,86512,,Abilene Christian University,Texas Historical Commission,32.46724,-99.71145,,Abilene,Taylor County
12215,78358,,Abilene Municipal Cemetery,Texas Historical Commission,32.46025,-99.72439,,Abilene,Taylor County
71,78835,,Abilene Negro High School,Texas Historical Commission,32.45878,-99.72719,520 N. 9th St,Abilene,Taylor County
72,209691,Reported Missing,Abilene Reporter-News,Texas Historical Commission,32.44991,-99.73412,101 Cypress St,Abilene,Taylor County
73,86314,,Abilene State School,Texas Historical Commission,32.41867,-99.72466,2501 Maple St,Abilene,Taylor County
13446,92590,,Abilene Woman's Club Building,Texas Historical Commission,32.43189,-99.7681,3425 S. 14th St,Abilene,Taylor County
8485,97838,,Ables Springs,Texas Historical Commission,32.81402,-96.11933,,Terrell,Kaufman County
14789,43478,,Abner Hugh Cook,Texas Historical Commission,30.27593,-97.72663,1601 Navasota Street,Austin,Travis County
6640,96704,,Abraham Carver Cemetery,Texas Historical Commission,32.75645,-96.64603,,Dallas,Dallas County
9554,274437,,Abraham Darst,The State of Texas,29.31914,-95.78546,,Damon,Brazoria County
6100,205620,,Abraham Levi House,State Historical Survey Committee,28.80237,-97.00489,403 N Main St,Victoria,Victoria County
10747,140281,,Abraham Roberts Homesite,Texas Historical Commission,30.07927,-95.76035,21710 FM 2920,Rose Hill,Harris County
8827,130387,,Abram Alley Log Cabin,Texas Historical Commission,29.7046,-96.5419,1224 Bowie Street,Columbus,Colorado County
75,262908,,Absalom H. Chivers Cemetery,Texas Historical Commission,32.95832,-97.13745,950 E Highland St,Southlake,Tarrant County
11486,170452,,Absalom Jett,The State of Texas,30.10911,-93.78943,,Orange,Orange County
9635,276028,,Abshier Cemetery,Texas Historical Commission,29.91652,-94.62345,495 Co Rd 112,Hankamer,Liberty County
76,164617,,Abston Cemetery,Texas Historical Commission,33.04757,-96.42563,,Lavon,Collin County
77,93318,,Ace Borger Home,Texas Historical Commission,35.67519,-101.39222,829 North Hedgecoke Street,Borger,Hutchinson County
17368,213326,,Acequia de Arriba,Texas Historical Commission,29.45557,-98.47884,,San Antonio,Bexar County
78,195103,,Acequia Madre de Valero,Texas Historical Commission,29.41963,-98.48678,630 E Nueva St,San Antonio,Bexar County
9431,89463,,Acme Dry Goods Building,Texas Historical Commission,30.75037,-98.67647,109 W. Main,Llano,Llano County
11867,264248,,Acrea Cemetery,Texas Historical Commission,32.32136,-98.11071,2312 Co Rd 150,Stephenville,Erath County
14113,170621,,Acres Homes Community,Texas Historical Commission,29.86347,-95.42831,7615 West Montgomery Road,Houston,Harris County
13218,264258,,Acton Baptist Church,Texas Historical Commission,32.44252,-97.68726,3500 Fall Creek Hwy,Acton,Hood County
79,138123,,Acton Cemetery,State Historical Survey Committee,32.4408,-97.68498,,Acton,Hood County
80,264261,,Acton Methodist Church,Texas Historical Commission,32.44352,-97.68671,3433 Fall Creek Hwy,Acton,Hood County
81,264257,,Acton Public Square,Texas Historical Commission,32.44673,-97.69104,5671 Acton Hwy,Acton,Hood County
82,81124,,Adair-Steadman Site,Texas Historical Commission,32.6829,-100.14868,,Sylvester,Fisher County
12772,208673,,Adam Becker Homestead,Texas Historical Commission,29.87205,-98.44021,1326 Phantom Rider Trail,Spring Branch,Comal County
10811,160630,,Adams Cemetery,Texas Historical Commission,32.07853,-94.07163,,Carthage,Panola County
16731,236152,,Adamsville,Texas Historical Commission,31.29937,-98.16868,16687 US Hwy 281,Adamsville,Lampasas County
12238,25742,,Addcox House,Texas Historical Commission,30.29495,-97.72375,900 E 37th Street,Austin,Travis County
85,108773,,Addie M. Graham,Texas Historical Commission,33.11422,-98.59558,,Graham,Young County
6584,105158,,Addison State Bank,Texas Historical Commission,32.95907,-96.82938,4803 Broadway Street,Addison,Dallas County
13130,205355,,Adina Cemetery,Texas Historical Commission,30.42208,-97.17313,5892 County Road 309,Lexington,Lee County
86,61083,,Adina de Zavala,Texas Historical Commission,29.42593,-98.48671,212 Alamo Plaza,San Antonio,Bexar County
15124,163739,,Adina Emilia de Zavala,Texas Historical Commission,29.41692,-98.4646,1806 Wyoming St,San Antonio,Bexar County
12001,55415,,Adjutant's Quarters (Quarters #20),Texas Historical Commission,29.30503,-100.42348,20 Colony Row,Brackettville,Kinney County
6466,43118,,Adjutants General,State Historical Survey Committee,30.31408,-97.76069,2210 West 35th Street,Austin,Travis County
88,79872,,Admiral Baptist Church,Texas Historical Commission,32.29605,-99.29541,,Baird,Callahan County
22716,245503,,Adolph and Regina Frenkel House,Texas Historical Commission,29.29779,-94.7933,2424 Avenue L,Galveston,Galveston County
10046,197105,,Adolph Gold House,Texas Historical Commission,30.2758,-98.86676,212 East Travis Street,Fredericksburg,Gillespie County
18625,164214,,Adolph Hofner,Texas Historical Commission,29.5743,-97.14534,102 South Main Street,Moulton,Lavaca County
17654,172076,,Adolph Toepperwein,Texas Historical Commission,29.78721,-98.72901,706 South Main Street,Boerne,Kendall County
6585,157862,,Adolphus Hotel,Texas Historical Commission,32.77987,-96.80004,1321 Commerce Street,Dallas,Dallas County
11374,105484,,Adren Anglin,State Historical Survey Committee,32.3552,-95.68047,,Edom,Van Zandt County
6385,194106,,Adrian Edwards Conn Home,State Historical Survey Committee,30.09695,-98.42284,503 3rd Street,Blanco,Blanco County
9917,137983,,Adriance-Springer House,Texas Historical Commission,29.30163,-94.78532,1703 Broadway,Galveston,Galveston County
11720,286918,,African American Education in Belton,Texas Historical Commission,31.06103,-97.46693,,Belton,Bell County
8628,170204,,African American Education in College Station,Texas Historical Commission,30.59924,-96.33076,1000 Eleanor Street,College Station,Brazos County
20105,223357,,African American Troops at Fort Brown,Texas Historical Commission,25.89866,-97.49122,1831 Gorgas Drive,Brownsville,Cameron County
13929,25746,,African Americans in the Texas Revolution,Texas Historical Commission,30.27257,-97.74138,,Austin,Travis County
6538,95852,,Agapito De Leon,State Historical Survey Committee,28.81102,-97.00889,,Victoria,Victoria County
18454,183639,,Agricultural Society of Fischer,Texas Historical Commission,29.98123,-98.26126,701 Fischer Store Road,Fischer,Comal County
6598,149052,,Ahab Bowen Home,Texas Historical Commission,32.7979,-96.80196,2614 Boll Street,Dallas,Dallas County
94,264169,,Ahavath Sholom Hebrew Cemetery,Texas Historical Commission,32.7626,-97.3612,411 N. University Blvd,Fort Worth,Tarrant County
9373,117605,,Ahrenbeck-Urban Home,Texas Historical Commission,30.0936,-96.08245,,Hempstead,Waller County
,118349,,Air Activities of Texas Corsicana Field,Texas Historical Commission,32.02727,-96.39594,9000 Navarro Road,Corsicana,Navarro County
9695,27397,,Airy Mount Barn,Texas Historical Commission,30.75471,-98.2082,1819 Polk St,Burnet,Burnet County
8424,232046,,Akin Hill,Texas Historical Commission,30.80045,-95.45382,3010 TX-19,Huntsville,Walker County
15790,74158,,Alamo Institute,Texas Historical Commission,32.44615,-95.70313,,Ben Wheeler,Van Zandt County
96,30713,,Alamo Low Barracks and Main Gateway,Texas Historical Commission,29.42553,-98.4868,300 Alamo Plaza,San Antonio,Bexar County
98,65282,,Alamo Portland and Roman Cement Company,Texas Historical Commission,29.46069,-98.47659,3853 N St Mary's St,San Antonio,Bexar County
18619,136966,,Alamo Wall and Bulldog Stadium,Texas Historical Commission,30.92228,-94.01113,,Jasper,Jasper County
23328,274542,,Alanreed Cemetery,Texas Historical Commission,35.21227,-100.72444,14090 Spur 271,Alanreed,Gray County
11978,232737,,Albert & Katie Van Hook House,Texas Historical Commission,32.54318,-94.36754,303 S. Washington Street,Marshall,Harrison County
18521,145886,,Albert and Ethel Herzstein,Texas Historical Commission,29.69914,-95.90923,,Fulshear,Fort Bend County
6641,155865,,Albert Carver Cemetery,Texas Historical Commission,32.74861,-96.64805,Bruton Road,Dallas,Dallas County
99,158655,,Albert Clinton Horton,Texas Historical Commission,28.70014,-95.95554,,Matagorda,Matagorda County
6475,191990,,Albert Clinton Horton,Texas Historical Commission,29.30723,-96.07824,500 Park Drive,Wharton,Wharton County
11213,128926,,Albert Holley House,Texas Historical Commission,31.19743,-95.25873,,Crockett,Houston County
10093,163924,,Albert Lee Patton Building,Texas Historical Commission,30.27736,-98.8751,232 West Main Street,Fredericksburg,Gillespie County
102,159005,,Albert R. Mace,State Historical Survey Committee,31.69365,-96.47935,,Mexia,Limestone County
9568,91921,,Albert Sidney Johnston,Texas Historical Commission,29.31349,-95.4503,,Bonney,Brazoria County
103,203510,,Albert Turner Clifton House,Texas Historical Commission,31.53947,-97.15135,2600 Austin Avenue,Waco,McLennan County
17947,143621,,Albertson Home,Texas Historical Commission,29.29543,-94.78726,2017 Avenue N 1/2,Galveston,Galveston County
17696,111473,,Albion E. Shepard House,Texas Historical Commission,30.20767,-103.24515,,Marathon,Brewster County
104,167486,,Albuquerque,State Historical Survey Committee,29.31958,-97.84386,,Nixon,Gonzales County
105,37981,,Alderete-Candelaria House,Texas Historical Commission,31.6903,-106.32635,122 South Old Pueblo Drive,El Paso,El Paso County
11934,196121,,Aldine,Texas Historical Commission,29.93343,-95.37618,905 Aldine Bender Road,Houston,Harris County
9518,49717,,Aldridge - Smith House,Texas Historical Commission,29.13965,-95.61778,533 Main St,East Columbia,Brazoria County
22584,245915,,Aldridge House,Texas Historical Commission,33.02247,-96.70292,1615 Ave H,Plano,Collin County
108,79246,Confirmed Missing,Alec Simmons,State Historical Survey Committee,32.02085,-99.74909,,Novice,Runnels County
16882,152961,,Aledo United Methodist Church,Texas Historical Commission,32.69654,-97.60063,100 Pecan Drive,Aledo,Parker County
11741,201644,,Alejo de la Encarnación Pérez,Texas Historical Commission,29.41493,-98.5123,,San Antonio,Bexar County
22598,174396,,Alex and Clare Wofford Hamilton House,Texas Historical Commission,29.09823,-97.28807,912 North Esplanade Street,Cuero,DeWitt County
6816,148631,,Alex W. and Sarah Perry Homestead,Texas Historical Commission,32.95844,-96.89625,1509 N. Perry Road,Carrollton,Dallas County
112,235185,,Alexander and Alma Oppenheimer Halff House,Texas Historical Commission,29.44198,-98.49565,601 Howard St,San Antonio,Bexar County
22666,174383,,Alexander and Annie Hamilton House,Texas Historical Commission,29.09771,-97.28831,906 North Esplanade Street,Cuero,DeWitt County
8273,60493,,Alexander Beaton,Texas Historical Commission,32.09507,-96.46449,214 North Beaton Street,Corsicana,Navarro County
13940,146307,,Alexander Cemetery,Texas Historical Commission,32.05814,-98.21402,,Alexander,Erath County
6654,157958,,Alexander Cockrell / Sarah Horton Cockrell,Texas Historical Commission,32.77804,-96.80838,265 Commerce St,Dallas,Dallas County
17042,92008,,Alexander Dobkins Family Cemetery,Texas Historical Commission,32.84467,-97.06048,,Euless,Tarrant County
11985,223205,,Alexander Gates & Lillian Johnson Thomas House,Texas Historical Commission,29.87947,-97.95069,809 Belvin Street,San Marcos,Hays County
11482,141239,,Alexander Gilmer,Texas Historical Commission,30.086,-93.73948,,Orange,Orange County
11827,160335,,Alexander Harwood,Texas Historical Commission,32.77618,-96.79991,1201 Marilla St,Dallas,Dallas County
7618,202270,,Alexander Horton Cemetery,Texas Historical Commission,31.54457,-94.09674,,San Augustine,San Augustine County
6103,205623,,Alexander Lowe House,Texas Historical Commission,28.80693,-97.0108,701 N Washington St,Victoria,Victoria County
6587,151388,,Alexander Mansion,State Historical Survey Committee,32.8044,-96.77896,4607 Ross Avenue,Dallas,Dallas County
111,203523,,Alexander McKinza,Texas Historical Commission,31.61362,-97.19652,,Waco,McLennan County
8655,210613,,"Alexander Thomson, Jr.",Texas Historical Commission,30.59972,-96.77064,404 FM1363,Chriesman,Burleson County
10178,191304,,Alexander Travis Hawthorn,State of Texas,32.55403,-94.3759,,Marshall,Harrison County
113,29344,,Alexander's Distillery,the State Historical Survey Committee,30.94508,-97.53271,,Salado,Bell County
20064,290393,,Alfred D. and Martha (Causey) Oliphint,Texas Historical Commission,31.46712,-93.75733,350 Ensign Dr,Milam,Sabine County
18172,118800,,Alfred Giles House,Texas Historical Commission,29.41475,-98.49292,308 King William Street,San Antonio,Bexar County
116,148160,,Alfred Madison Hightower,Texas Historical Commission,32.86829,-97.21108,6704 Smithfield Road,North Richland Hills,Tarrant County
117,193564,,Alice,Texas Historical Commission,27.75224,-98.07231,401 East 2nd Street,Alice,Jim Wells County
13543,193560,,Alice Cemetery,Texas Historical Commission,27.73842,-98.07747,,Alice,Jim Wells County
18413,203306,,Alice Gray Hamblen,Texas Historical Commission,30.95194,-97.5352,601 North Main Street,Salado,Bell County
13171,182150,,Alice O. Wilkins School,Texas Historical Commission,28.60946,-96.62263,204 Alice Wilkins Avenue,Port Lavaca,Calhoun County
12162,91595,,Alice Victoria Ghormley Curtis House,Texas Historical Commission,35.1968,-101.8489,1626 South Washington Street,Amarillo,Potter County
118,203361,,Alico Building,Texas Historical Commission,31.55692,-97.1319,425 Austin Avenue,Waco,McLennan County
10589,159224,,Alief Cemetery,Texas Historical Commission,29.70318,-95.60477,6900 S Dairy Ashford Rd,Houston,Harris County
7937,129326,,All Saints Episcopal Church,Texas Historical Commission,30.85206,-96.97791,200 North Travis Avenue,Cameron,Milam County
17873,201972,,All Saints' Chapel,Texas Historical Commission,30.29171,-97.73995,,Austin,Travis County
119,120154,,All Saints' Church,State Historical Survey Committee,32.38958,-100.86308,,Colorado City,Mitchell County
12140,187275,,All Saints' Episcopal Church,Texas Historical Commission,32.75829,-97.79911,123 South Waco Street,Weatherford,Parker County
12337,221095,,All Saints' Episcopal Church,Texas Historical Commission,26.13414,-97.62835,499 North Reagan Street,San Benito,Cameron County
15108,25747,,All Saints’ Episcopal Church,Texas Historical Commission,30.29178,-97.73991,,Austin,Travis County
120,194794,,Alla School,Texas Historical Commission,33.36814,-96.764,3455 North Preston Road,Celina,Collin County
11817,220381,,Allen,Texas Historical Commission,33.11341,-96.66469,,Allen,Collin County
8661,290364,,Allen Academy,Texas Historical Commission,30.67029,-96.31627,3201 Boonville Rd,Bryan,Brazos County
123,43407,,Allen Cemetery,Texas Historical Commission,33.10047,-96.66558,312 E. McDermott Dr.,Allen,Collin County
124,217730,,Allen Chapel A.M.E. Church,Texas Historical Commission,32.75912,-97.32747,116 Elm Street,Fort Worth,Tarrant County
125,217732,,Allen Chapel African Methodist Episcopal Church,Texas Historical Commission,32.759,-97.32743,116 Elm Street,Fort Worth,Tarrant County
9467,286774,,Allen Chapel Community,Texas Historical Commission,31.37934,-95.14608,1022 County Rd 4710,Kennard,Houston County
10898,168103,,Allen Hardware Store,State Historical Survey Committee,30.8805,-96.59558,113 West 3rd Street,Hearne,Robertson County
126,208764,,Allen House,Texas Historical Commission,31.30889,-96.8981,305 Ward Street,Marlin,Falls County
8661,287767,,Allen Military Academy,Texas Historical Commission,30.67636,-96.36275,909 E 22nd St,Bryan,Brazos County
9519,244324,,"Allen Place, 1883",State Historical Survey Committee,28.93481,-95.30688,622 Burnet Street,Quintana,Brazoria County
10591,126443,,Allen Ranch,Texas Historical Commission,29.71198,-95.21947,,Pasadena,Harris County
18112,220383,,Allen Water Station,Texas Historical Commission,33.11696,-96.66493,,Allen,Collin County
15623,195984,,Allen-Fowler House,Texas Historical Commission,30.11508,-97.32263,1404 Wilson Street,Bastrop,Bastrop County
129,143994,,Alleyton,the State of Texas,29.70666,-96.48653,,Alleyton,Colorado County
130,36906,,Alleyton C.S.A.,the State of Texas,29.70989,-96.48119,,Alleyton,Colorado County
16466,143993,,Alleyton Cemetery,Texas Historical Commission,29.70886,-96.48248,,Alleyton,Colorado County
14810,287771,,Allin House,Texas Historical Commission,31.12665,-97.90138,401 N Main St,Copperas Cove,Coryell County
9931,266773,,Allis-Chalmers Pumps,Texas Historical Commission,32.38455,-94.87148,,Kilgore,Gregg County
10812,221458,,Allison Chapel United Methodist Church,Texas Historical Commission,32.1469,-94.52841,,Fair Play,Panola County
11250,220331,,Allphin Cemetery,Texas Historical Commission,31.04519,-95.82433,7605 FM2346,Elwood,Madison County
7079,164888,,Alma,Texas Historical Commission,32.28532,-96.54666,,Alma,Ellis County
16862,158102,,Alma Ward Hamrick,Texas Historical Commission,31.19488,-98.71302,1007 East Commerce Street,San Saba,San Saba County
12665,261085,,Almeda,Texas Historical Commission,29.61388,-95.43368,3810 West Fuqua Street,Houston,Harris County
11776,118520,,Alonso Complex,Texas Historical Commission,25.90398,-97.50406,510 E St Charles St,Brownsville,Cameron County
17587,160346,,Alonso S. Perales,Texas Historical Commission,27.75328,-98.04628,,Alice,Jim Wells County
14425,31974,,Alonzo Álvarez de Pineda,Texas Historical Commission,27.76804,-97.38567,,Corpus Christi,Nueces County
12859,232792,,Alonzo Marion Story,Texas Historical Commission,31.7765,-95.61115,5300 TX-256 Loop,Palestine,Anderson County
1147,181211,,Alsatian Immigration through Lavaca Bay,Texas Historical Commission,28.62193,-96.62524,610 Harbor Street,Port Lavaca,Calhoun County
131,79054,,Alsatians of Texas,Texas Historical Commission,29.35626,-98.87904,,Castroville,Medina County
9919,52466,,Alta Loma,Texas Historical Commission,29.37082,-95.082,,Alta Loma,Galveston County
15227,144688,,Alta Loma Cemetery,Texas Historical Commission,29.35111,-95.08861,,Santa Fe,Galveston County
132,269545,,Alta Vista Apartments,Texas Historical Commission,26.07781,-97.21416,702 West Polk Street,Port Isabel,Cameron County
134,235074,,Altgelt-Isbell House,Texas Historical Survey Commission,29.41561,-98.49202,226 King William St,San Antonio,Bexar County
136,264292,,Altoga Cemetery,Texas Historical Commission,33.24669,-96.48596,7875 Co Rd 972,Altoga,Collin County
12097,221341,,Alton W. Birdwell,Texas Historical Commission,31.62155,-94.64926,1936 North St,Nacogdoches,Nacogdoches County
12797,204032,,Altwein Family,Texas Historical Commission,29.63513,-98.06965,,McQueeney,Guadalupe County
13311,289966,,Alum Creek Cemetery,Texas Historical Commission,30.06557,-97.21495,1191 State Hwy 71,Bastrop,Bastrop County
11641,60495,,Alva Everett Taylor,Texas Historical Commission,32.09475,-96.47588,912 West Park Avenue,Corsicana,Navarro County
137,180145,,Alvarado,Texas Historical Commission,32.40671,-97.21183,,Alvarado,Johnson County
12919,220277,,"Alvarado Masonic Lodge No. 314, A.F. & A.M.",Texas Historical Commission,32.40533,-97.21217,101 East Atchley Avenue,Alvarado,Johnson County
17799,286929,,Alvin Ailey,Texas Historical Commission,30.93189,-97.22701,2 W. Mesquite Ave,Rogers,Bell County
141,150285,,Amarillo,State Historical Survey Committee,35.20717,-101.83078,,Amarillo,Potter County
6114,150310,,Amarillo,State Historical Survey Committee,35.1992,-101.81669,1100 Ross Street,Amarillo,Potter County
14097,91540,,Amarillo Globe Dream House,Texas Historical Commission,35.18061,-101.84366,3104 South Harrison Street,Amarillo,Randall County
144,173112,,Amarillo Helium Plant,State Historical Survey Committee,35.19139,-101.95493,,Amarillo,Potter County
145,91696,,Amarillo Livestock Auction,State Historical Survey Committee,35.21037,-101.80357,100 South Manhattan Street,Amarillo,Potter County
146,119943,,"Amarillo Natatorium (""The Nat"")",Texas Historical Commission,35.2111,-101.86676,2705 SW 6th Avenue,Amarillo,Potter County
12161,150579,,Amarillo Tri-State Fair,Texas Historical Commission,35.20053,-101.79742,3301 SE 10th Street,Amarillo,Potter County
147,187445,,Amasa Turner,State of Texas,29.50861,-97.45826,,Gonzales,Gonzales County
10857,139157,,Ambrose Fitzgerald,Texas Historical Commission,32.88003,-95.77016,Alexander Road,Emory,Rains County
17249,171537,,Ambush at McKinney,Texas Historical Commission,33.25228,-96.60417,,McKinney,Collin County
12394,233938,,Amenthal,Texas Historical Commission,30.09749,-98.41466,819 River Road,Blanco,Blanco County
148,118224,,America's Second Transcontinental Railroad,State Historical Survey Committee,31.17464,-105.3574,,Sierra Blanca,Hudspeth County
150,180544,,American Legion Hall,State Historical Survey Committee,26.16674,-98.05476,316 S. Main,Donna,Hidalgo County
16905,91639,,American Legion Hanson Post No. 54,Texas Historical Commission,35.20754,-101.8445,615 SW 7th Avenue,Amarillo,Potter County
18904,167126,,American Legion Hudgeons Post 230,Texas Historical Commission,29.45187,-96.94445,,Hallettsville,Lavaca County
17988,205626,,American Legion Post 818,Texas Historical Commission,28.39925,-97.75893,1105 W Hefferman St,Beeville,Bee County
4887,91613,,American Mammoths,State Historical Survey Committee,35.20449,-101.83781,,Amarillo,Potter County
9920,174338,,American National Insurance Company,State Historical Survey Committee,29.30703,-94.79066,One Moody Plaza,Galveston,Galveston County
17745,121779,,American Paint Horse Association,Texas Historical Commission,33.62633,-97.15366,305 I-35,Gainesville,Cooke County
9921,153172,,"American Red Cross, Galveston County Chapter",Texas Historical Commission,29.27274,-94.8151,,Galveston,Galveston County
9611,286397,,Ammon Underwood,Texas State Historical Survey Committee,29.14044,-95.64758,,West Columbia,Brazoria County
152,34071,,Amon B. King,State of Texas,28.29647,-97.27485,,Refugio,Refugio County
153,189273,,Amon Carter Riverside High School and Riverside ISD,Texas Historical Commission,32.78099,-97.29942,3301 Yucca Ave,Fort Worth,Tarrant County
154,52831,,Amon G. Carter,Texas Historical Commission,32.75156,-97.33247,400 W 7th St,Fort Worth,Tarrant County
10654,59589,,Amos B. Edson,The State of Texas,29.75762,-95.37882,1217 West Dallas Street,Houston,Harris County
9080,190777,,Amos Barber Homesite and Cemetery,Texas Historical Commission,29.84887,-94.89188,1123 North Main Street,Mont Belvieu,Chambers County
18500,159130,,Amos Cemetery,Texas Historical Commission,30.01143,-95.58555,,Houston,Harris County
15136,201931,,Amos-Godbey House,Texas Historical Commission,30.63106,-97.66722,1408 Olive St,Georgetown,Williamson County
155,56582,,Amphion and Amphion Cemetery,Texas Historical Commission,28.99967,-98.63183,,Poteet,Atascosa County
156,200244,,An 1890 Bank Building,Texas Historical Commission,33.10684,-98.59143,500 Oak Street,Graham,Young County
7600,221109,,An Early Presbyterian Church in Texas,State of Texas,31.5314,-94.10806,207 E. Livingston Street,San Augustine,San Augustine County
9079,86624,,Anahuac Oil and Gas Field,State Historical Survey Committee,29.7887,-94.58722,,Monroe City,Chambers County
13595,56633,,Anchorage Cemetery,Texas Historical Commission,29.068,-98.70883,,Poteet,Atascosa County
9243,21252,,Ancient Mound,State Historical Survey Committee,31.6066,-94.65063,,Nacogdoches,Nacogdoches County
13313,62302,,Ancient Order of Pilgrims,Texas Historical Commission,29.75965,-95.37177,,Houston,Harris County
157,26361,,Ancient Rocks Boundary,State Historical Survey Committee,30.37514,-103.53365,,Alpine,Brewster County
8562,128637,Reported Missing,Anderson Baptist Church,State Historical Survey Committee,30.48528,-95.98476,379 South Main Street,Anderson,Grimes County
22823,227167,,Anderson Bonner,Texas Historical Commission,32.92049,-96.77754,,Dallas,Dallas County
17639,268449,,Anderson Cemetery,Texas Historical Commission,32.11682,-94.27839,240 Co Rd 4053,Carthage,Panola County
8732,128934,,Anderson County Courthouse,Texas Historical Commission,31.76498,-95.62647,500 North Church Street,Palestine,Anderson County
17255,182382,,Anderson County in the Civil War,Texas Historical Commission,31.76232,-95.63687,,Palestine,Anderson County
6589,150779,,Anderson Family Cemetery,State Historical Survey Committee,32.85566,-96.54771,,Garland,Dallas County
13043,286915,,"Anderson, Clayton & Co.",Texas Historical Commission,29.75896,-95.35914,1310 Prairie Street,Houston,Harris County
15298,79645,,Anderson’s Mill,State of Texas,30.43477,-97.87678,13974 FM 2769,Leander,Travis County
9029,2245,,Andice Baptist Church,Texas Historical Commission,30.78187,-97.85439,6570 Fm 970,Andice,Williamson County
16129,267505,,Andrew (Rube) Foster,Texas Historical Commission,30.97224,-96.67571,1100 Cottonwood St,Calvert,Robertson County
10564,191185,,Andrew F. Smyth,State of Texas,30.10133,-94.10043,2291 Pine Street,Beaumont,Jefferson County
7383,256823,,Andrew Hanson,State Historical Survey Committee,33.63267,-96.62181,1304 W. Lamar Street,Sherman,Grayson County
15722,225014,,Andrew Hayter,Texas Historical Commission,32.73541,-97.1074,100 W. Abram Street,Arlington,Tarrant County
9316,2327,,Andrew J. Palm House,Texas Historical Commission,30.50902,-97.67728,208 E Main Ave,Round Rock,Williamson County
8947,225902,,Andrew Jackson Beard,State of Texas,29.4032,-95.63987,5931 C.W. Cumings Road,Needville,Fort Bend County
14948,25682,,Andrew Jackson Hamilton,Texas Historical Commission,30.27577,-97.72713,1601 Navasota Street,Austin,Travis County
11237,219487,,Andrew Jackson McGown,Texas Historical Commission,31.3209,-95.46134,,Crockett,Houston County
22861,169880,,Andrew Jackson Montgomery,State of Texas,30.35779,-95.92286,9851 Stoneham Cemetery Rd,Stoneham,Grimes County
8602,169881,,Andrew Jackson Montgomery,Texas Historical Commission,30.35777,-95.92284,9851 Stoneham Cemetery Rd,Stoneham,Grimes County
162,179335,,Andrew Jackson Sowell,State of Texas,29.5736,-97.93527,1620 East Walnut Street,Seguin,Guadalupe County
15335,25697,,Andrew Jackson Zilker,Texas Historical Commission,30.26417,-97.77091,,Austin,Travis County
13857,256824,,Andrew L. Randell,Texas Historical Commission,33.63086,-96.62067,1304 W. Lamar Street,Sherman,Grayson County
16932,156052,,Andrew Lee Brock,Texas Historical Commission,29.88184,-97.6692,402 South Colorado Street,Lockhart,Caldwell County
6373,162206,,Andrew Miller,Texas Historical Commission,31.79416,-98.21989,,Hamilton,Hamilton County
13823,36591,,Andrew Ponton,Texas Historical Commission,29.50083,-97.45304,,Gonzales,Gonzales County
8381,131018,,"Andrew Robinson, Sr.",State Historical Survey Committee,30.32409,-96.15392,23200 Park Road 12,Washington,Washington County
165,207554,Reported Missing,Andrew Zumwalt,State of Texas,29.56136,-97.38095,,Gonzales,Gonzales County
13225,206442,,Andrews Chapel Cemetery,Texas Historical Commission,29.58769,-96.89001,,Schulenburg,Lavaca County
167,61419,,Andrews County,State of Texas,32.36734,-102.80597,,Andrews,Andrews County
168,61380,,Andrews County Discovery Well,Texas Historical Commission,32.33371,-102.65796,,Andrews,Andrews County
15677,36263,,Angel of Goliad,Texas Historical Commission,28.64653,-97.3811,,Goliad,Goliad County
