ref:hmdb,ref:US-TX:thc,name,Subtitle,Add'l Subtitle,memorial:website,year,,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,Section or Quarter,addr:county,addr:state,Marker Notes,isMissing,,First Published,Last Update
264292,136,Altoga Cemetery,,,https://www.hmdb.org/m.asp?m=264292,1997,,Texas Historical Commission,33.24669,-96.48596,7875 Co Rd 972,Altoga,,Collin County,Texas,"It is on Old County Highway 972 0.1 miles east of County Road 465, on the left when traveling east. ",,,1/6/2025,1/6/2025
180145,137,Alvarado,,,https://www.hmdb.org/m.asp?m=180145,1994,,Texas Historical Commission,32.40671,-97.21183,,Alvarado,,Johnson County,Texas,It is on East College Street. ,,,8/30/2021,8/30/2021
143659,139,The Bishop's Palace,,,https://www.hmdb.org/m.asp?m=143659,1967,,State Historical Survey Committee,29.3029,-94.7821,1402 Broadway,Galveston,,Galveston County,Texas,"It is at the intersection of Broadway (State Highway 87) and 14th Street, on the right when traveling west on Broadway. ",,,12/27/2019,11/18/2020
150285,141,Amarillo,(Established 1887),,https://www.hmdb.org/m.asp?m=150285,1970,,State Historical Survey Committee,35.20717,-101.83078,,Amarillo,,Potter County,Texas,"It can be reached from South Buchanan Street north of Southeast 7th Avenue, on the right when traveling north. ",,,5/21/2020,5/21/2020
173112,144,Amarillo Helium Plant,,,https://www.hmdb.org/m.asp?m=173112,1965,,State Historical Survey Committee,35.19139,-101.95493,,Amarillo,,Potter County,Texas,"It is on Amarillo Boulevard West 0.1 miles east of Helium Road, on the right when traveling east. ",,,5/11/2021,8/25/2025
91696,145,Amarillo Livestock Auction,,,https://www.hmdb.org/m.asp?m=91696,1970,,State Historical Survey Committee,35.21037,-101.80357,100 South Manhattan Street,Amarillo,,Potter County,Texas,"It is on Bull Road 0.2 miles north of SE 3rd Avenue, on the right when traveling north. ",,,12/18/2015,12/18/2015
119943,146,"Amarillo Natatorium (""The Nat"")",,,https://www.hmdb.org/m.asp?m=119943,1996,,Texas Historical Commission,35.2111,-101.86676,2705 SW 6th Avenue,Amarillo,,Potter County,Texas,"It is on SW 6th Avenue, on the right when traveling east. ",,,7/23/2018,7/23/2018
187445,147,Amasa Turner,,,https://www.hmdb.org/m.asp?m=187445,1962,,State of Texas,29.50861,-97.45826,,Gonzales,,Gonzales County,Texas,It can be reached from the intersection of Knight Street and Holmes Street. ,,,12/5/2021,12/5/2021
118224,148,America's Second Transcontinental Railroad,(Joined Here in 1881),,https://www.hmdb.org/m.asp?m=118224,1968,,State Historical Survey Committee,31.17464,-105.3574,,Sierra Blanca,,Hudspeth County,Texas,"It is at the intersection of Sierra Blanca Avenue (Ranch to Market Road 1111) and El Paso Street (Business Interstate 10), on the right when traveling north on Sierra Blanca Avenue. ",,,6/11/2018,6/11/2018
130386,149,Fiftieth Anniversary Celebration of the American Declaration of Independence,,,https://www.hmdb.org/m.asp?m=130386,1976,,Texas Historical Commission,29.70528,-96.54189,605 Spring Street,Columbus,,Colorado County,Texas,"It is at the intersection of Bowie Street and Spring Street, on the right when traveling south on Bowie Street. ",,,2/27/2019,2/27/2019
180544,150,American Legion Hall,,,https://www.hmdb.org/m.asp?m=180544,1964,,State Historical Survey Committee,26.16674,-98.05476,316 S. Main,Donna,,Hidalgo County,Texas,"It is on South Main Street north of Silver Avenue, on the right when traveling north. ",,,8/29/2021,9/1/2021
34071,152,Amon B. King,,,https://www.hmdb.org/m.asp?m=34071,1936,,State of Texas,28.29647,-97.27485,,Refugio,,Refugio County,Texas,It is on Osage Street near Purisma Street. ,,,8/6/2010,10/13/2025
189273,153,Amon Carter Riverside High School and Riverside ISD,,,https://www.hmdb.org/m.asp?m=189273,1983,,Texas Historical Commission,32.78099,-97.29942,3301 Yucca Ave,Fort Worth,Carter Riverside,Tarrant County,Texas,"It is at the intersection of Yucca Ave and Bonnie Brae Avenue, on the right when traveling west on Yucca Ave. ",,,1/11/2022,2/2/2023
52831,154,Amon G. Carter,,,https://www.hmdb.org/m.asp?m=52831,1985,,Texas Historical Commission,32.75156,-97.33247,400 W 7th St,Fort Worth,Sundance Square,Tarrant County,Texas,"It is at the intersection of West 7th Street and Taylor Street, on the left when traveling east on West 7th Street. ",,,2/20/2012,2/2/2023
56582,155,Amphion and Amphion Cemetery,,,https://www.hmdb.org/m.asp?m=56582,1992,,Texas Historical Commission,28.99967,-98.63183,,Poteet,,Atascosa County,Texas,It is on County Road 304 ½ mile east of Farm to Market Road 2146. ,,,6/24/2012,6/24/2012
200244,156,An 1890 Bank Building,,,https://www.hmdb.org/m.asp?m=200244,1976,,Texas Historical Commission,33.10684,-98.59143,500 Oak Street,Graham,,Young County,Texas,"It is at the intersection of Oak Street and 4th Street, on the right when traveling south on Oak Street. ",,,6/19/2022,6/19/2022
26361,157,Ancient Rocks Boundary,,,https://www.hmdb.org/m.asp?m=26361,1970,,State Historical Survey Committee,30.37514,-103.53365,,Alpine,,Brewster County,Texas,"It is at the intersection of U.S. 90 and U.S. 67, on the right when traveling west on U.S. 90. ",,,1/14/2010,9/17/2019
287218,158,The Anderson House,,,https://www.hmdb.org/m.asp?m=287218,1980,,Texas Historical Commission,33.90755,-98.49529,912 Burnett Street,Wichita Falls,,Wichita County,Texas,"It is at the intersection of Burnett Street and 10th Street, on the right when traveling south on Burnett Street. ",,,10/27/2025,10/27/2025
29252,159,Old Anderson Place,,,https://www.hmdb.org/m.asp?m=29252,1965,,the State Historical Survey Committee,30.94621,-97.53702,35 S Main St,Salado,,Bell County,Texas,"It is on South Main Street, on the right when traveling north. ",,,3/31/2010,12/9/2015
179335,162,Andrew Jackson Sowell,,,https://www.hmdb.org/m.asp?m=179335,1957,,State of Texas,29.5736,-97.93527,1620 East Walnut Street,Seguin,,Guadalupe County,Texas,It can be reached from East Walnut Street (County Highway 202) ¼ mile east of North Highway 123 Byway. ,,,8/12/2021,8/12/2021
239508,164,In Memory of Andrew Ponton,,,https://www.hmdb.org/m.asp?m=239508,1936,,State of Texas,29.50828,-97.45885,,Gonzales,,Gonzales County,Texas,It can be reached from the intersection of Knight Street and Holmes Street. ,,,1/15/2024,1/15/2024
207554,165,Andrew Zumwalt,,,https://www.hmdb.org/m.asp?m=207554,1936,,State of Texas,29.56136,-97.38095,,Gonzales,,Gonzales County,Texas,"It is on County Highway 228 ½ mile south of State Highway 97, on the right when traveling south. <font color=red> Reported damaged.</font>",Reported Missing,,10/10/2022,10/10/2022
290340,166,Original Townsite of Andrews,,,https://www.hmdb.org/m.asp?m=290340,1970,,State Historical Survey Committee,32.31719,-102.5546,750 W Broadway St,Andrews,,Andrews County,Texas,"It is at the intersection of West Broadway Street and Northwest 7th Street, on the right when traveling west on West Broadway Street. ",,,12/19/2025,12/19/2025
61419,167,Andrews County,,,https://www.hmdb.org/m.asp?m=61419,1936,,State of Texas,32.36734,-102.80597,,Andrews,,Andrews County,Texas,"It is on Eunice Highway (State Highway 176) 0.3 miles east of County Road 7001, on the right when traveling west. ",,,11/28/2012,12/20/2025
61380,168,Andrews County Discovery Well,"(½ mi. S, & ½ mi. W.)",,https://www.hmdb.org/m.asp?m=61380,1965,,Texas Historical Commission,32.33371,-102.65796,,Andrews,,Andrews County,Texas,"It is at the intersection of Eunice Highway (State Highway 176) and SW 3001, on the left when traveling west on Eunice Highway. ",,,11/28/2012,12/20/2025
138957,171,Annie Riggs Hotel,,,https://www.hmdb.org/m.asp?m=138957,1966,,State Historical Survey Committee,30.88334,-102.87871,301 South Main Street,Fort Stockton,,Pecos County,Texas,"It is at the intersection of East Callaghan Street and South Main Street, on the right when traveling east on East Callaghan Street. ",,,9/5/2019,11/28/2020
120615,172,Ansgar Evangelical Lutheran Church and Cemetery,,,https://www.hmdb.org/m.asp?m=120615,1994,,Texas Historical Commission,29.04348,-96.20435,357 County Road 426,Danevang,,Wharton County,Texas,"It is on County Road 426 0.3 miles east of State Highway 71, on the left when traveling east. ",,,7/24/2018,7/24/2018
78915,173,Anson Opera House,,,https://www.hmdb.org/m.asp?m=78915,1963,,State Historical Survey Committee,32.75707,-99.89715,1120 11th St,Anson,,Jones County,Texas,It can be reached from the intersection of 11th Street and W. Court Plaza (U.S. 83/277). ,,,11/15/2014,3/16/2025
153576,176,Anvil Park Ranch,,,https://www.hmdb.org/m.asp?m=153576,1967,,State Historical Survey Committee,35.92235,-100.31412,FM 2266,Canadian,,Hemphill County,Texas,"It is on FM 2266 3.5 miles east of U.S. 60, on the left when traveling east. ",,,7/26/2020,7/26/2020
132011,178,Aranama College,,,https://www.hmdb.org/m.asp?m=132011,1965,,State Historical Survey Committee,28.65656,-97.38697,108 Park Road 6,Goliad,,Goliad County,Texas,"It is on Park Road 6, on the right when traveling west. ",,,4/12/2019,11/18/2020
53582,179,Aransas County,,,https://www.hmdb.org/m.asp?m=53582,1990,,Texas Historical Commission,28.02597,-97.05271,301 N Live Oak St,Rockport,,Aransas County,Texas,"It is at the intersection of North Live Oak Street and East Mimosa Street, on the right when traveling south on North Live Oak Street. ",,,3/18/2012,3/22/2012
53705,180,Aransas County,,,https://www.hmdb.org/m.asp?m=53705,1936,,Texas Highway Department,28.02994,-97.04696,,Rockport,,Aransas County,Texas,"It is at the intersection of Broadway Street (State Highway 35) and East Orleans Street, in the median on Broadway Street. ",,,3/20/2012,11/30/2015
83345,181,Bolivar Point,,,https://www.hmdb.org/m.asp?m=83345,1995,,Texas Historical Commission,29.36805,-94.75831,,Port Bolivar,,Galveston County,Texas,"It is at the intersection of State Highway 87 and Anderson Avenue, on the right when traveling east on State Highway 87. ",,,5/18/2015,2/24/2016
239912,182,"Gail Borden, Jr.","Site of the Home 1837-1851, of",,https://www.hmdb.org/m.asp?m=239912,1936,,The State of Texas,29.28876,-94.8025,3410 Bernardo de Galvez Ave,Galveston,,Galveston County,Texas,"It is on Bernardo de Galvez Avenue east of 35th Street, on the left when traveling east. ",,,1/26/2024,5/4/2024
53583,183,Site of Aransas Hotel,,,https://www.hmdb.org/m.asp?m=53583,1996,,Texas Historical Commission,28.02179,-97.05099,,Rockport,,Aransas County,Texas,"It is at the intersection of South Austin Street (State Highway 70) and Wharf Street, on the left when traveling south on South Austin Street. ",,,3/18/2012,3/18/2012
201790,185,Aransas Pass,C.S.A.,,https://www.hmdb.org/m.asp?m=201790,1995,,Texas Historical Commission,27.84131,-97.0631,,Port Aransas,,Nueces County,Texas,"It is on Port Street near West Cotter Street, on the right. ",,,7/15/2022,11/11/2025
193028,186,Arcadius Steinle House,,,https://www.hmdb.org/m.asp?m=193028,1962,,Texas Historical Commission,29.35854,-98.87887,1416 Fiorella Street,Castroville,,Medina County,Texas,"It is at the intersection of Fiorella Street and Petersburg Street, on the left when traveling north on Fiorella Street. ",,,3/4/2022,10/27/2022
241775,187,Archeological Sites at Mackenzie Reservoir and Tule Canyon,,,https://www.hmdb.org/m.asp?m=241775,1979,,Texas Historical Commission,34.54975,-101.4382,,Silverton,,Briscoe County,Texas,"It can be reached from State Highway 207, on the left when traveling north. ",,,2/24/2024,2/24/2024
269323,188,Archer City Methodist Church,,,https://www.hmdb.org/m.asp?m=269323,1985,,Texas Historical Commission,33.59391,-98.62586,224 S. Center Street,Archer City,,Archer County,Texas,"It is at the intersection of South Center Street and East Plum Street, on the left when traveling south on South Center Street. ",,,4/2/2025,4/2/2025
187144,189,Archer County,,,https://www.hmdb.org/m.asp?m=187144,1936,,the State of Texas,33.51453,-98.65951,,Archer City,,Archer County,Texas,"It is on State Highway 79 0.3 miles north of Sam Cowan Road, on the right when traveling south. ",,,11/30/2021,11/30/2021
17912,190,Archer County Copper Mines,(¼ mile northeast and 5 miles to the south southeast),,https://www.hmdb.org/m.asp?m=17912,1971,,State Historical Survey Committee,33.64694,-98.70635,,Archer City,,Archer County,Texas,"It is on State Highway 25 4.5 miles west of State Highway 79, on the right when traveling west. ",,,4/14/2009,10/31/2025
187139,192,Archer County Discovery Well,(Approximately 13 mi. SE.),,https://www.hmdb.org/m.asp?m=187139,1967,,State Historical Survey Committee,33.59518,-98.62558,100 South Center Street,Archer City,,Archer County,Texas,"It is on South Center Street (State Highway 79), on the right when traveling north. ",,,11/30/2021,10/31/2025
187143,193,Archer County Jail,,,https://www.hmdb.org/m.asp?m=187143,1985,,Texas Historical Commission,33.59646,-98.62434,229 East Pecan Street,Archer City,,Archer County,Texas,"It is at the intersection of East Pecan Street and North Sycamore Street, on the right when traveling west on East Pecan Street. ",,,11/30/2021,11/30/2021
225185,194,Archer Park,,,https://www.hmdb.org/m.asp?m=225185,1981,,Texas Historical Commission,26.20507,-98.23367,101 North Main Street,McAllen,,Hidalgo County,Texas,It can be reached from the intersection of North Main Street and Ash Avenue. ,,,6/5/2023,6/5/2023
238072,195,Argyle,,,https://www.hmdb.org/m.asp?m=238072,1981,,Texas Historical Commission,33.12084,-97.18243,308 Denton St E,Argyle,,Denton County,Texas,"It is at the intersection of Denton Street E and Walnut Street, on the left when traveling west on Denton Street E. ",,,12/22/2023,12/22/2023
238071,196,Argyle United Methodist Church,,,https://www.hmdb.org/m.asp?m=238071,1981,,Texas Historical Commission,33.14013,-97.17317,9033 Fort Worth Dr,Argyle,,Denton County,Texas,"It is on Fort Worth Drive (U.S. 377) 1 mile north of Country Club Road, on the right when traveling north. ",,,12/22/2023,12/22/2023
211553,197,The Argyle,,,https://www.hmdb.org/m.asp?m=211553,1972,,State Historical Survey Committee,29.47566,-98.47179,934 Patterson Ave,San Antonio,Uptown,Bexar County,Texas,It is on Patterson Avenue. ,,,12/8/2022,2/2/2023
202006,198,Aransas Creek Settlers,,,https://www.hmdb.org/m.asp?m=202006,1967,,State Historical Survey Committee,28.25157,-97.68482,,Skidmore,,Bee County,Texas,"It is on U.S. 181 north of Sullivan Street, on the right when traveling north. ",,,7/15/2022,7/15/2022
170299,199,Arlington Cemetery,,,https://www.hmdb.org/m.asp?m=170299,1994,,Texas Historical Commission,32.72913,-97.10284,801 S Mary Street,Arlington,Central Arlington,Tarrant County,Texas,"It is at the intersection of South Mary Street and East 4th Street, on the right when traveling north on South Mary Street. ",,,4/8/2021,2/2/2023
226546,200,"Arlington Heights Lodge No. 1184, A.F. & A.M",,,https://www.hmdb.org/m.asp?m=226546,1987,,Texas Historical Commission,32.7403,-97.38832,4600 Camp Bowie Blvd,Fort Worth,Crestline Area,Tarrant County,Texas,"It is at the intersection of Camp Bowie Boulevard and Dexter Avenue, on the right when traveling west on Camp Bowie Boulevard. ",,,6/23/2023,5/10/2024
56976,201,Armour & Company,,,https://www.hmdb.org/m.asp?m=56976,1986,,Texas Historical Commission,32.78881,-97.34413,2446 Packers Ave,Fort Worth,,Tarrant County,Texas,"It is at the intersection of Packers Avenue and Nile City Boulevard, on the left when traveling north on Packers Avenue. ",,,7/3/2012,9/14/2016
96833,202,Armstrong County,,,https://www.hmdb.org/m.asp?m=96833,1969,,State Historical Survey Committee.,35.10955,-101.35879,100 Trice Street,Claude,,Armstrong County,Texas,"It is at the intersection of First Street (U.S. 287) and Trice Street, on the left when traveling west on First Street. ",,,8/13/2016,12/10/2016
96830,203,Armstrong County Jail,,,https://www.hmdb.org/m.asp?m=96830,1969,,State Historical Survey Committee.,35.11044,-101.3601,110 West 1st Street,Claude,,Armstrong County,Texas,"It is at the intersection of West 1st Street (U.S. 287) and Parks Street, on the right when traveling west on West 1st Street. ",,,8/13/2016,8/13/2016
231733,204,Booker T. Washington School,,,https://www.hmdb.org/m.asp?m=231733,1997,,Texas Historical Commission,29.38744,-94.90004,313 4th Street North,Texas City,,Galveston County,Texas,"It is at the intersection of 3rd Avenue North and 4th Street North, on the right when traveling west on 3rd Avenue North. ",,,8/30/2023,8/30/2023
29257,205,Armstrong-Adams House,,,https://www.hmdb.org/m.asp?m=29257,1985,,Texas Historical Commission,30.94695,-97.53726,2 N Main St,Salado,,Bell County,Texas,"It is on N Main St, on the right when traveling south. ",,,3/31/2010,5/7/2025
150401,207,Arney School,,,https://www.hmdb.org/m.asp?m=150401,1985,,Texas Historical Commission,34.6874,-102.10229,13250 FM 1075,Arney,,Castro County,Texas,"It is on Farm to Market Road 1075 near Highway 168, on the right when traveling west. ",,,5/25/2020,5/25/2020
155894,208,Arno Schwethelm Building,,,https://www.hmdb.org/m.asp?m=155894,1981,,Texas Historical Commission,29.96698,-98.90785,,Comfort,,Kendall County,Texas,"It is at the intersection of High Street and 7th Street, on the right when traveling east on High Street. ",,,9/10/2020,9/10/2020
