ref:hmdb,ref:US-TX:thc,name,Subtitle,Add'l Subtitle,memorial:website,year,,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,Section or Quarter,addr:county,addr:state,Marker Notes,isMissing,,First Published,Last Update
110848,10182,Home Town of Mrs. Lyndon B. Johnson,(Wife of 36th President of the United States),,https://www.hmdb.org/m.asp?m=110848,1967,,State Historical Survey Committee,32.66686,-94.17032,,Karnack,,Harrison County,Texas,"It is at the intersection of T J Taylor Avenue (State Highway 449) and Kay Street, on the right when traveling north on T J Taylor Avenue. ",,,12/2/2017,8/27/2020
191271,10184,Walter Paye Lane,,,https://www.hmdb.org/m.asp?m=191271,1962,,State of Texas,32.55013,-94.36522,,Marshall,,Harrison County,Texas,It can be reached from the intersection of East Grand Avenue (U.S. 80) and North Columbus Street. ,,,1/29/2022,1/29/2022
232750,10185,The Library Movement in Marshall,,,https://www.hmdb.org/m.asp?m=232750,1976,,Texas Historical Commission,32.54595,-94.36902,213 W. Austin Street,Marshall,,Harrison County,Texas,"It is at the intersection of West Austin Street and North Franklin Street, on the right when traveling west on West Austin Street. ",,,9/16/2023,9/16/2023
191328,10187,Starr Family Home,,,https://www.hmdb.org/m.asp?m=191328,1964,,Texas Historical Commission,32.54175,-94.37097,407 South White Street,Marshall,,Harrison County,Texas,It is at the intersection of West Travis Street and South Grove Street on West Travis Street. ,,,1/30/2022,1/30/2022
257996,10188,Marshall,,,https://www.hmdb.org/m.asp?m=257996,1964,,Texas Historical Commission,32.54513,-94.36771,200 West Houston Street,Marshall,,Harrison County,Texas,"It is at the intersection of West Houston Street and North Wellington Street, on the left when traveling west on West Houston Street. ",,,10/4/2024,10/4/2024
218691,10189,Marshall,,,https://www.hmdb.org/m.asp?m=218691,1964,,State Historical Survey Committee,32.57133,-94.3475,,Marshall,,Harrison County,Texas,It is at the intersection of North East End Boulevard South (U.S. 59) and Loop 390 on North East End Boulevard South. ,,,3/23/2023,9/13/2023
192010,10190,Marshall Cemetery,"Cemetery (Incorporate Dec. 12, 1849)",,https://www.hmdb.org/m.asp?m=192010,1966,,State Historical Survey Committee,32.54862,-94.36506,,Marshall,,Harrison County,Texas,"It is at the intersection of East Grand Avenue (U.S. 80) and North Columbus Street, on the right when traveling west on East Grand Avenue. ",,,2/13/2022,2/13/2022
191270,10191,"Marshall, C.S.A.",,,https://www.hmdb.org/m.asp?m=191270,1963,,State of Texas,32.55003,-94.36514,,Marshall,,Harrison County,Texas,It can be reached from the intersection of East Grand Avenue (U.S. 80) and North Columbus Street. ,,,1/29/2022,1/29/2022
191308,10192,Marshall Hebrew Cemetery,,,https://www.hmdb.org/m.asp?m=191308,1989,,Texas Historical Commission,32.55309,-94.37728,,Marshall,,Harrison County,Texas,"It is on Herndon Street 0.1 miles east of Speed Street, on the left when traveling west. ",,,1/30/2022,1/30/2022
201889,10193,Site of Marshall Masonic Female Institute,,,https://www.hmdb.org/m.asp?m=201889,1969,,State Historical Survey Committee,32.54772,-94.36903,213 West Burleson Street,Marshall,,Harrison County,Texas,"It is at the intersection of West Burleson Street and North Franklin Street, on the right when traveling west on West Burleson Street. ",,,7/13/2022,7/13/2022
218692,10195,Marshall Powder Mill,,,https://www.hmdb.org/m.asp?m=218692,1988,,Texas Historical Commission,32.57246,-94.3768,,Marshall,,Harrison County,Texas,It is on Loop 390 0.1 miles FM 1997. ,,,3/23/2023,11/30/2024
232691,10196,Site of Marshall University,,,https://www.hmdb.org/m.asp?m=232691,1936,,State of Texas,32.5447,-94.37449,701 West Houston Street,Marshall,,Harrison County,Texas,"It is at the intersection of West Houston Street and Adkins Street, on the right when traveling east on West Houston Street. ",,,9/15/2023,5/4/2024
122873,10197,Marshall-Shreveport Stagecoach Road,,,https://www.hmdb.org/m.asp?m=122873,1979,,Texas Historical Commission,32.59344,-94.26535,,Marshall,,Harrison County,Texas,"It is on Pine Bluff Road 1 mile north of State Highway 43, on the right when traveling north. ",,,9/3/2018,6/13/2025
218653,10198,John T. Mills,,,https://www.hmdb.org/m.asp?m=218653,1936,,State of Texas,32.54977,-94.36517,,Marshall,,Harrison County,Texas,It is at the intersection of East Grand Avenue (U.S. 80) and North Columbus Street on East Grand Avenue. ,,,3/22/2023,5/4/2024
232688,10199,Home of Last Texas Confederate Governor Pendleton Murrah,1824-1865,,https://www.hmdb.org/m.asp?m=232688,1964,,The state of Texas,32.53349,-94.36803,1207 S Washington Ave,Marshall,,Harrison County,Texas,"It is at the intersection of South Washington Avenue and Medill Street, on the right when traveling south on South Washington Avenue. ",,,9/15/2023,5/4/2024
191268,10203,Solomon Ruffin Perry,"(June 2, 1818 - Jan. 13, 1895)",,https://www.hmdb.org/m.asp?m=191268,1968,,State Historical Survey Committee,32.54931,-94.36501,,Marshall,,Harrison County,Texas,It can be reached from the intersection of East Grand Avenue (U.S. 80) and North Columbus Street. ,,,1/29/2022,1/29/2022
232746,10204,Girlhood Home of Southern Beauty Lucy Holcombe Pickens,(1832-1899),,https://www.hmdb.org/m.asp?m=232746,1965,,State Historical Survey Committee,32.54747,-94.36992,310 N. Fulton Street,Marshall,,Harrison County,Texas,It is at the intersection of North Fulton Street and West Burleson Street on North Fulton Street. ,,,9/16/2023,5/4/2024
110850,10207,Old Town of Port Caddo,(Site located in and around Caddo State Park),,https://www.hmdb.org/m.asp?m=110850,1968,,State Historical Survey Committee,32.68024,-94.17609,245 Park Road 2,Karnack,,Harrison County,Texas,"It can be reached from Park Road 2 0.1 miles north of Farm to Market Road 2198, on the right when traveling north. ",,,12/2/2017,6/8/2024
191303,10209,Lt. Gen. George Perry Rains,"(September 18, 1872 - September 19, 1955)",,https://www.hmdb.org/m.asp?m=191303,1970,,State Historical Survey Committee,32.55398,-94.37585,,Marshall,,Harrison County,Texas,It can be reached from the intersection of One Tiger Drive and East Avenue. ,,,1/30/2022,1/30/2022
191281,10210,Horace Randal,,,https://www.hmdb.org/m.asp?m=191281,1962,,State of Texas,32.54983,-94.36493,,Marshall,,Harrison County,Texas,It can be reached from the intersection of East Grand Avenue (U.S. 80) and North Columbus Street. ,,,1/29/2022,1/29/2022
232743,10211,Sam Houston School,,,https://www.hmdb.org/m.asp?m=232743,1993,,Texas Historical Commission,32.54508,-94.35619,1201 E. Houston Street,Marshall,,Harrison County,Texas,"It is at the intersection of East Houston Street and Albert Street, on the right when traveling west on East Houston Street. ",,,9/16/2023,9/16/2023
124003,10215,James Harper Starr,,,https://www.hmdb.org/m.asp?m=124003,1964,,State of Texas,32.545,-94.36767,200 West Houston Street,Marshall,,Harrison County,Texas,"It is at the intersection of West Houston Street and South Wellington Street, on the left when traveling east on West Houston Street. ",,,10/4/2018,10/4/2018
191224,10216,Swanson's Landing,(Site 16 Mi. NE; Historic Railroad Bed Here),,https://www.hmdb.org/m.asp?m=191224,1969,,State Historical Survey Committee,32.51858,-94.1195,,Jonesville,,Harrison County,Texas,"It is on Farm to Market Road 134 0.2 miles north of Concord Road, on the left when traveling north. ",,,1/28/2022,1/28/2022
191339,10217,"James F. Taylor Lodge No. 169, A.F. & A.M.",,,https://www.hmdb.org/m.asp?m=191339,1986,,Texas Historical Commission,32.50586,-94.57667,203 Church Street,Hallsville,,Harrison County,Texas,"It is at the intersection of Church Street and North Oak Street, on the right when traveling west on Church Street. ",,,1/30/2022,1/30/2022
191291,10218,Site of Temple Moses Montefiore,,,https://www.hmdb.org/m.asp?m=191291,1982,,Texas Historical Commission,32.54762,-94.37019,303 West Burleson Street,Marshall,,Harrison County,Texas,"It is at the intersection of West Burleson Street and North Fulton Street, on the right when traveling west on West Burleson Street. ",,,1/29/2022,1/29/2022
110873,10219,Texas & Pacific Depot,,,https://www.hmdb.org/m.asp?m=110873,1985,,Texas Historical Commission,32.55151,-94.36737,800 N Washington Ave,Marshall,,Harrison County,Texas,It is on North Washington Avenue 0.1 miles north of Ginocchio Street. ,,,12/4/2017,6/29/2023
96284,10220,Trammel's Trace Cabin,,,https://www.hmdb.org/m.asp?m=96284,1965,,State Historical Survey Committee,32.53667,-94.3657,301 Henley Perry Dr.,Marshall,,Harrison County,Texas,"It is on Henley Perry Drrive east of South Bolivar Street, on the left when traveling east. ",,,7/31/2016,7/31/2016
218693,10221,Trinity Episcopal Church,,,https://www.hmdb.org/m.asp?m=218693,1973,,Texas Historical Commission,32.54523,-94.37115,106 North Grove Street,Marshall,,Harrison County,Texas,"It is at the intersection of North Grove Street and West Houston Street, on the right when traveling north on North Grove Street. ",,,3/23/2023,5/5/2024
232742,10222,The Turner House,,,https://www.hmdb.org/m.asp?m=232742,1979,,Texas Historical Commission,32.54213,-94.36707,406 S. Washington Ave,Marshall,,Harrison County,Texas,"It is on South Washington Avenue 0.1 miles south of Crockett Street, on the left when traveling south. ",,,9/16/2023,5/5/2024
191312,10223,Van Zandt Hill,,,https://www.hmdb.org/m.asp?m=191312,1969,,State Historical Survey Committee,32.55585,-94.37308,1209 North Grove Street,Marshall,,Harrison County,Texas,"It is at the intersection of North Grove Street (Farm to Market Road 1997) and Rainey Street, on the left when traveling north on North Grove Street. ",,,1/30/2022,1/30/2022
232740,10226,Weisman-Hirsch House,,,https://www.hmdb.org/m.asp?m=232740,1979,,Texas Historical Commission,32.54275,-94.36756,313 South Washington Avenue,Marshall,,Harrison County,Texas,"It is at the intersection of South Washington Avenue and Crockett Street, on the left when traveling north on South Washington Avenue. ",,,9/16/2023,5/5/2024
258030,10227,Peter and Dicey Whetstone Memorial,,,https://www.hmdb.org/m.asp?m=258030,1936,,State of Texas,32.54506,-94.3671,1 Peter Whetstone Square,Marshall,,Harrison County,Texas,"It can be reached from the intersection of Bolivar Street and East Houston Street, on the left when traveling north. ",,,10/4/2024,10/4/2024
232739,10228,The Wigfall House,,,https://www.hmdb.org/m.asp?m=232739,1979,,Texas Historical Commission,32.54739,-94.37241,510 W. Burleson Street,Marshall,,Harrison County,Texas,"It is on West Burleson Street 0.1 miles west of North Grove Street, on the left when traveling west. ",,,9/16/2023,5/5/2024
120737,10235,Beef for the Confederacy,,,https://www.hmdb.org/m.asp?m=120737,1965,,State Historical Survey Committee,29.95248,-97.87953,,Kyle,,Hays County,Texas,"It is on U.S. 35 Frontage Road at milepost 211,  0.4 miles north of Yarrington Road (County Road 159), on the right when traveling south. ",,,7/25/2018,7/25/2018
223049,10236,Robert Hixon Belvin Home,,,https://www.hmdb.org/m.asp?m=223049,1974,,Texas Historical Commission,29.88025,-97.95049,730 Belvin Street,San Marcos,Heritage,Hays County,Texas,"It is at the intersection of Belvin Street and North Endicott Street, on the right when traveling west on Belvin Street. ",,,5/12/2023,5/5/2024
195613,10237,Belvin Street Historic District,,,https://www.hmdb.org/m.asp?m=195613,1976,,Texas Historical Commission,29.87492,-97.95567,1251 Belvin Street,San Marcos,,Hays County,Texas,"It is at the intersection of Belvin Street and North Bishop Street, on the right when traveling east on Belvin Street. ",,,4/15/2022,5/12/2023
201913,10237,Belvin Street Historic District,,,https://www.hmdb.org/m.asp?m=201913,1976,,Texas Historical Commission,29.88069,-97.94975,702 Belvin Street,San Marcos,,Hays County,Texas,"It is at the intersection of Belvin Street and Scott Street, on the right when traveling west on Belvin Street. ",,,7/11/2022,7/11/2022
223052,10239,O.T. Brown Home,,,https://www.hmdb.org/m.asp?m=223052,1981,,Texas Historical Commission,29.88058,-97.95007,716 Belvin Street,San Marcos,Heritage,Hays County,Texas,"It is on Belvin Street 0.1 miles west of Scott Street, on the right when traveling west. ",,,5/12/2023,5/5/2024
52991,10240,Buda,,,https://www.hmdb.org/m.asp?m=52991,1981,,Texas Historical Commission,30.08257,-97.84242,303 Main Street,Buda,,Hays County,Texas,"It is at the intersection of Main Street (Loop State Highway 4) and Ash Street, on the right when traveling north on Main Street. ",,,2/27/2012,4/1/2016
117936,10241,Buda Christian Church,,,https://www.hmdb.org/m.asp?m=117936,1986,,Texas Historical Commission,30.08274,-97.84473,,Buda,,Hays County,Texas,"It is at the intersection of North San Marcos Street and Live Oak Street (Farm to Market Road 967), on the left when traveling north on North San Marcos Street. ",,,5/30/2018,5/30/2018
149502,10242,Buda United Methodist Church,,United Methodist Church Registered Historic Site No. 122,https://www.hmdb.org/m.asp?m=149502,1981,,Texas Historical Commission,30.08424,-97.84402,302 Elm St.,Buda,,Hays County,Texas,"It is at the intersection of Elm Street and San Marcos Street, on the right when traveling west on Elm Street. ",,,5/7/2020,8/20/2023
149503,10243,John Wheeler Bunton,,,https://www.hmdb.org/m.asp?m=149503,1985,,Texas Historical Commission,29.98859,-97.8772,101 S Burleson St,Kyle,,Hays County,Texas,"It is at the intersection of South Burleson Street and West Center Street, on the right when traveling north on South Burleson Street. ",,,5/7/2020,5/7/2020
76897,10246,The Calaboose,,,https://www.hmdb.org/m.asp?m=76897,1990,,Texas Historical Commission,29.88,-97.94262,200 W Martin Luther King Drive,San Marcos,,Hays County,Texas,"It is at the intersection of West Martin Luther King Drive and Feltner Alley, on the right when traveling west on West Martin Luther King Drive. ",,,9/7/2014,5/13/2020
93043,10248,Camp Ben McCulloch No. 946 United Confederate Veterans,,,https://www.hmdb.org/m.asp?m=93043,1986,,Texas Historical Commission,30.13113,-98.01396,18301 FM Road 1826,Driftwood,,Hays County,Texas,"It is on Farm to Market Road 1826 0.2 miles west of Farm to Market Road 967, on the left when traveling west. ",,,3/15/2016,11/12/2025
234885,10249,John Matthew Cape House,,,https://www.hmdb.org/m.asp?m=234885,1985,,Texas Historical Commission,29.88292,-97.9446,316 W Hopkins Street,San Marcos,,Hays County,Texas,"It is at the intersection of West Hopkins Street and North Comanche Street, on the right when traveling west on West Hopkins Street. ",,,10/23/2023,10/23/2023
149882,10251,Ulysses Cephas,(1884-1952),,https://www.hmdb.org/m.asp?m=149882,1989,,Texas Historical Commission,29.87981,-97.94282,213 Martin Luther King Dr,San Marcos,,Hays County,Texas,"It is on Martin Luther King Drive near South Fredericksburg Street, on the left when traveling west. ",,,5/12/2020,5/12/2020
195672,10252,Old Cock Home,,,https://www.hmdb.org/m.asp?m=195672,1968,,State Historical Survey Committee,29.88342,-97.93727,400 East Hopkins Street,San Marcos,,Hays County,Texas,"It is at the intersection of East Hopkins Street (State Highway 80) and N C M Allen Parkway, on the right when traveling east on East Hopkins Street. ",,,4/16/2022,5/27/2022
76900,10253,Site of Coronal Institute,,,https://www.hmdb.org/m.asp?m=76900,1969,,State Historical Survey Committee,29.88262,-97.94728,,San Marcos,,Hays County,Texas,"It is at the intersection of West Hutchison Street and Moore Street, on the right when traveling south on West Hutchison Street. ",,,9/7/2014,8/10/2021
222761,10256,Don Felipe Roque de la Portilla,,,https://www.hmdb.org/m.asp?m=222761,1976,,Texas Historical Commission,29.85543,-97.8984,,San Marcos,,Hays County,Texas,"It is on North Old Bastrop Highway (County Route 266) 1.2 miles south of San Marcos Highway ( Highway 80), on the right when traveling south. ",Confirmed Missing,,5/9/2023,5/10/2023
155406,10257,John R. Dobie House,,,https://www.hmdb.org/m.asp?m=155406,1990,,Texas Historical Commission,29.99667,-98.09361,282 Old Kyle Road,Wimberley,,Hays County,Texas,"It is on Old Kyle Road 0.2 miles east of Highway 12, on the right when traveling east. ",,,8/29/2020,8/29/2020
205187,10258,Driftwood Cemetery,,,https://www.hmdb.org/m.asp?m=205187,1993,,Texas Historical Commission,30.12275,-98.03149,15090 FM 150,Driftwood,,Hays County,Texas,"It is at the intersection of Farm to Market Road 150 and Elder Hill Road, on the left when traveling south on Highway 150. ",,,9/1/2022,9/1/2022
205189,10259,Driftwood Church,,United Methodist Church Registered Historic Site No. 123,https://www.hmdb.org/m.asp?m=205189,1983,,Texas Historical Commission,30.12306,-98.03119,15090 FM 150,Driftwood,,Hays County,Texas,"It is at the intersection of Farm to Market Road 150 and Elder Hill Road, on the left when traveling south on Highway 150. ",,,9/1/2022,8/20/2023
205180,10260,Dripping Springs United Methodist Church,,,https://www.hmdb.org/m.asp?m=205180,1985,,Texas Historical Commission,30.20694,-98.08683,28900 Ranch Road 12,Dripping Springs,,Hays County,Texas,It can be reached from Ranch to Market Road 12 0.1 miles north of Glosson Road. ,,,9/1/2022,9/1/2022
205091,10261,Dripping Springs Academy,,,https://www.hmdb.org/m.asp?m=205091,1968,,State Historical Survey Committee,30.19335,-98.08956,103 Old Fitzhugh Road,Dripping Springs,,Hays County,Texas,"It is at the intersection of Old Fitzhugh Road and Mercer Street, on the left when traveling north on Old Fitzhugh Road. ",,,8/31/2022,8/31/2022
198592,10262,Dunbar School,,,https://www.hmdb.org/m.asp?m=198592,1975,,Texas Historical Commission,29.87651,-97.94717,801 Martin Luther King Drive,San Marcos,,Hays County,Texas,"It is at the intersection of Martin Luther King Drive and South Endicott Street, on the left when traveling west on Martin Luther King Drive. ",,,5/26/2022,5/26/2022
223054,10263,Joseph W. Earnest Home,,,https://www.hmdb.org/m.asp?m=223054,1979,,Texas Historical Commission,29.87897,-97.95128,833 Belvin Street,San Marcos,Heritage,Hays County,Texas,"It is at the intersection of Belvin Street and Travis Street, on the left when traveling west on Belvin Street. ",,,5/12/2023,5/5/2024
149916,10264,Farmers Union Gin Company,,,https://www.hmdb.org/m.asp?m=149916,1981,,Texas Historical Commission,29.8756,-97.9413,120 W Grove St,San Marcos,,Hays County,Texas,"It is on West Grove Street west of South Guadalupe Street, on the right when traveling west. ",,,5/13/2020,5/13/2020
117939,10265,First Baptist Church of Buda,,,https://www.hmdb.org/m.asp?m=117939,1982,,Texas Historical Commission,30.08136,-97.84556,104 S San Marcos St,Buda,,Hays County,Texas,"It is at the intersection of South San Marcos Street and Peach Street, on the right when traveling south on South San Marcos Street. ",,,5/30/2018,5/30/2018
205184,10266,First Baptist Church of Dripping Springs,,,https://www.hmdb.org/m.asp?m=205184,1972,,State Historical Survey Committee,30.19094,-98.08895,203 US-290,Dripping Springs,,Hays County,Texas,"It is at the intersection of U.S. 290 and San Marcos Street, on the left when traveling west on U.S. 290. ",,,9/1/2022,9/1/2022
120743,10267,First Baptist Church of Kyle,,,https://www.hmdb.org/m.asp?m=120743,1972,,State Historical Survey Committee,29.98918,-97.87862,400 W Center Street,Kyle,,Hays County,Texas,"It is at the intersection of West Center Street (Ranch to Market Road 150) and North Nance Street, on the right when traveling west on West Center Street. ",,,7/24/2018,7/24/2018
150956,10268,First Baptist Church,of San Marcos,,https://www.hmdb.org/m.asp?m=150956,1974,,Texas Historical Commission,29.84822,-97.98439,325 W McCarty Ln,San Marcos,,Hays County,Texas,"It can be reached from West McCarty Lane west of Hunter Road, on the left when traveling west. ",,,6/6/2020,6/6/2020
208509,10269,First Christian Church of San Marcos,,,https://www.hmdb.org/m.asp?m=208509,1976,,Texas Historical Commission,29.90622,-97.99806,3105 Ranch Road 12,San Marcos,,Hays County,Texas,"It is on Ranch to Market Road 12 0.4 miles west of Academy Oaks Drive, on the left when traveling west. ",,,10/22/2022,10/22/2022
198695,10270,Founding of the First Methodist Church,,,https://www.hmdb.org/m.asp?m=198695,1972,,State Historical Survey Committee,29.88354,-97.9417,231 North Guadalupe Street,San Marcos,,Hays County,Texas,"It is at the intersection of North Guadalupe Street (State Highway 82) and East Hopkins Street, on the left when traveling north on North Guadalupe Street. ",,,5/26/2022,5/26/2022
198698,10271,First United Methodist Church,,United Methodist Church Registered Historic Site No. 144,https://www.hmdb.org/m.asp?m=198698,1970,,State Historical Survey Committee,29.88402,-97.94267,129 West Hutchison Street,San Marcos,,Hays County,Texas,"It is at the intersection of West Hutchison Street and Fredericksburg Street, on the left when traveling west on West Hutchison Street. ",,,5/26/2022,8/20/2023
149840,10272,First National Bank of San Marcos,,,https://www.hmdb.org/m.asp?m=149840,1979,,Texas Historical Commission,29.88293,-97.93886,123 N Edward Gary St,San Marcos,,Hays County,Texas,"It is on North Edward Gary Street near East Hopkins Street (State Highway 80), on the right when traveling south. ",,,5/12/2020,5/12/2020
198731,10273,First Presbyterian Church,,,https://www.hmdb.org/m.asp?m=198731,1973,,State Historical Survey Committee,29.88363,-97.9462,410 West Hutchison Street,San Marcos,,Hays County,Texas,"It is at the intersection of West Hutchison Street and Mary Street, on the right when traveling west on West Hutchison Street. ",,,5/27/2022,5/27/2022
149829,10274,Site of Hays County's First Public Building,,,https://www.hmdb.org/m.asp?m=149829,1967,,State Historical Survey Committee,29.88508,-97.93786,,San Marcos,,Hays County,Texas,"It is on Moon Street near East Hutchison Street, on the left when traveling north. ",,,5/11/2020,5/11/2020
198591,10275,Old Fish Hatchery Office Building,,,https://www.hmdb.org/m.asp?m=198591,1982,,Texas Historical Commission,29.8847,-97.93609,206 C. M. Allen Parkway,San Marcos,,Hays County,Texas,It is on C. M. Allen Parkway 0.1 miles north of East Hopkins Street (State Highway 80). ,,,5/26/2022,5/26/2022
149518,10277,Goforth,,,https://www.hmdb.org/m.asp?m=149518,1985,,Texas Historical Commission,30.02306,-97.79766,,Niederwald,,Hays County,Texas,"It is at the intersection of Goforth Road (County Highway 157) and Huber Ln, on the right when traveling west on Goforth Road. ",,,5/8/2020,5/8/2020
197500,10279,Hays County,,,https://www.hmdb.org/m.asp?m=197500,1936,,State of Texas,29.89921,-97.90735,1901 North Interstate 35,San Marcos,,Hays County,Texas,"It is on Interstate 35 Frontage Road, on the right when traveling south. ",,,5/10/2022,5/9/2023
111158,10280,The Courthouses of Hays County,,,https://www.hmdb.org/m.asp?m=111158,1974,,Texas Historical Commission,29.88279,-97.94093,111 East San Antonio Street,San Marcos,,Hays County,Texas,"It is on North Guadalupe Street south of East Hopkins Street (State Highway 80), on the left when traveling south. ",,,12/10/2017,11/20/2025
223185,10281,Heard-Baker House,,,https://www.hmdb.org/m.asp?m=223185,1986,,Texas Historical Commission,29.87965,-97.94696,620 W. San Antonio Street,San Marcos,Heritage,Hays County,Texas,"It is on West San Antonio Street 0.1 miles west of Blanco Street, on the right when traveling west. ",,,5/12/2023,5/5/2024
155407,10282,Augusta Hofheinz House,,,https://www.hmdb.org/m.asp?m=155407,1992,,Texas Historical Commission,29.87611,-97.9525,1104 West Hopkins Street,San Marcos,,Hays County,Texas,"It is at the intersection of West Hopkins Street and Johnson Avenue, on the right when traveling south on West Hopkins Street. ",,,8/29/2020,5/9/2023
198728,10283,Beverly Hutchison House,,,https://www.hmdb.org/m.asp?m=198728,1968,,State Historical Survey Committee,29.88572,-97.94038,400 North LBJ Drive,San Marcos,,Hays County,Texas,"It is at the intersection of North LBJ Drive and University Drive, on the right when traveling north on North LBJ Drive. ",,,5/27/2022,5/27/2022
198738,10285,Lloyd Gideon Johnson House,,,https://www.hmdb.org/m.asp?m=198738,1982,,Texas Historical Commission,29.87717,-97.95334,1030 Belvin Street,San Marcos,,Hays County,Texas,It is at the intersection of Belvin Street and North Johnson Avenue on Belvin Street. ,,,5/27/2022,5/10/2023
223187,10287,Kone-Yarbrough House,,,https://www.hmdb.org/m.asp?m=223187,1977,,Texas Historical Commission,29.87873,-97.95165,903 Belvin Street,San Marcos,Heritage,Hays County,Texas,"It is at the intersection of Belvin Street and Travis Street, on the right when traveling west on Belvin Street. ",,,5/12/2023,5/5/2024
119647,10288,Kyle,,,https://www.hmdb.org/m.asp?m=119647,1980,,Texas Historical Commission,29.98828,-97.87688,,Kyle,,Hays County,Texas,"It is at the intersection of West Center Street (Farm to Market Road 150) and South Main Street, on the left when traveling west on West Center Street. ",,,7/3/2018,7/3/2018
120751,10289,The Kyle Auction Oak,,,https://www.hmdb.org/m.asp?m=120751,1975,,Texas Historical Commission,29.98809,-97.8797,,Kyle,,Hays County,Texas,"It is at the intersection of South Sledge Street and Miller Street, on the right when traveling south on South Sledge Street. ",,,7/25/2018,7/25/2018
119684,10290,Kyle Cemetery,,,https://www.hmdb.org/m.asp?m=119684,1992,,Texas Historical Commission,29.96322,-97.89783,2607 S. Old Stagecoach Road,Kyle,,Hays County,Texas,"It is on South Old Stagecoach Road (County Road 136) 0.2 miles south of C Kyle Log House Road, on the left when traveling south. ",,,7/4/2018,7/4/2018
149827,10292,The Old Lime Kiln,,,https://www.hmdb.org/m.asp?m=149827,1976,,Texas Historical Commission,29.89953,-97.92649,,San Marcos,,Hays County,Texas,"It is on Lime Kiln Road (County Road 225) 0.4 miles Post Road (County Road 140), on the left when traveling north. ",,,5/11/2020,5/11/2020
76901,10293,McGehee Crossing,,,https://www.hmdb.org/m.asp?m=76901,1987,,Texas Historical Commission,29.87098,-97.89645,,San Marcos,,Hays County,Texas,"It is at the intersection of San Marcos Highway (State Highway 80) and Old Bastrop Road (County Route 266), on the right when traveling west on San Marcos Highway. ",Confirmed Missing,,9/8/2014,11/8/2025
69115,10294,Charles Lewis McGehee Cabin,,,https://www.hmdb.org/m.asp?m=69115,1985,,Texas Historical Commission,29.85549,-97.89818,,San Marcos,,Hays County,Texas,"It is on North Old Bastrop Highway (County Route 266) 1.3 miles south of San Marcos Highway (Texas Highway 80), on the left when traveling south. ",,,10/8/2013,4/1/2016
223189,10295,George Thomas McGehee House,,,https://www.hmdb.org/m.asp?m=223189,1975,,Texas Historical Commission,29.88007,-97.95012,727 Belvin Street,San Marcos,Heritage,Hays County,Texas,"It is on Belvin Street 0.1 miles east of North Endicott Street, on the right when traveling west. ",,,5/12/2023,5/5/2024
223192,10296,John F. McGehee Home,,,https://www.hmdb.org/m.asp?m=223192,1973,,Texas Historical Commission,29.87913,-97.95159,832 Belvin Street,San Marcos,Heritage,Hays County,Texas,"It is at the intersection of Belvin Street and Travis Street, on the right when traveling west on Belvin Street. ",,,5/12/2023,5/12/2023
223195,10298,Eliza Pitts Malone,,,https://www.hmdb.org/m.asp?m=223195,1983,,Texas Historical Commission,29.88034,-97.94974,715 Belvin St,San Marcos,Heritage,Hays County,Texas,"It is on Belvin Street 0.1 miles west of Scott Street, on the left when traveling west. ",,,5/12/2023,5/5/2024
223197,10299,James Lafayette and Eliza Pitts Malone House,,,https://www.hmdb.org/m.asp?m=223197,1996,,Texas Historical Commission,29.87524,-97.95547,1236 Belvin Street,San Marcos,Heritage,Hays County,Texas,"It is on Belvin Street 0.1 miles east of North Bishop Street, on the right when traveling west. ",,,5/12/2023,5/12/2023
135056,10300,The Marshall-Chapman Home,,,https://www.hmdb.org/m.asp?m=135056,1976,,Texas Historical Commission,30.19247,-98.09246,,Dripping Springs,,Hays County,Texas,"It is on West Mercer Street 0.1 miles east of U.S. 290, on the right when traveling west. ",,,6/9/2019,6/9/2019
149520,10301,Martin Church of Goforth,,,https://www.hmdb.org/m.asp?m=149520,1981,,Texas Historical Commission,30.03265,-97.77879,200 Martin Church Rd,Niederwald,,Hays County,Texas,"It is on Martin Church Road (County Road 121) 0.1 miles west of Goforth Road (County Road 157), on the right when traveling east. ",,,5/8/2020,5/8/2020
195615,10303,Mexican War Camp at San Marcos,,,https://www.hmdb.org/m.asp?m=195615,1972,,State Historical Survey Committee,29.88347,-97.93708,400 East Hopkins Street,San Marcos,,Hays County,Texas,"It is at the intersection of East Hopkins Street (State Highway 80) and N C M Allen Parkway, on the right when traveling east on East Hopkins Street. ",,,4/15/2022,5/27/2022
205186,10308,Phillips Cemetery,,,https://www.hmdb.org/m.asp?m=205186,1991,,Texas Historical Commission,30.16911,-98.08693,26001 Ranch Road 12,Dripping Springs,,Hays County,Texas,"It is at the intersection of Ranch to Market Road 12 and Farm to Market Road 150, on the right when traveling south on Highway 12. ",,,9/1/2022,9/1/2022
150958,10309,Pitts Cemetery,,,https://www.hmdb.org/m.asp?m=150958,1995,,Texas Historical Commission,29.83735,-97.98922,,San Marcos,,Hays County,Texas,"It is on Hunter Road (Farm to Market Road 2439) 0.3 miles north of Center Point Road, on the right when traveling north. ",,,6/6/2020,6/6/2020
